T,Coxs I,Qki,Qki-1,Qki+1
4633,103.214,65.618,62.365,65.297
4634,103.023,65.297,65.618,62.263
4635,101.937,62.263,65.297,62.949
4636,98.679,62.949,62.263,61.221
4637,93.478,61.221,62.949,58.031
4638,90.073,58.031,61.221,57.107
4639,99.214,57.107,58.031,82.134
4640,127.39,82.134,57.107,134.512
4641,195.206,134.512,82.134,199.175
4642,193.457,199.175,134.512,148.958
4643,167.748,148.958,199.175,120.015
4644,146.533,120.015,148.958,103.554
4645,132.319,103.554,120.015,93.743
4646,127.899,93.743,103.554,88.209
4647,121.683,88.209,93.743,84.194
4648,116.245,84.194,88.209,80.381
4649,113.94,80.381,84.194,103.731
4650,143.311,103.731,80.381,257.354
4651,252.384,257.354,103.731,268.031
4652,221.099,268.031,257.354,183.478
4653,205.486,183.478,268.031,150.275
4654,176.296,150.275,183.478,131.877
4655,174.107,131.877,150.275,117.984
4656,160.556,117.984,131.877,109.656
4657,151.12,109.656,117.984,103.261
4658,146.473,103.261,109.656,99.112
4659,144.81,99.112,103.261,98.845
4660,146.738,98.845,99.112,98.069
4661,155.61,98.069,98.845,99.643
4662,154.333,99.643,98.069,97.738
4663,152.048,97.738,99.643,89.535
4664,145.667,89.535,97.738,86.671
4665,139.822,86.671,89.535,78.365
4666,134.132,78.365,86.671,72.957
4667,131.733,72.957,78.365,68.289
4668,131.434,68.289,72.957,65.306
4669,138.703,65.306,68.289,61.669
4670,138.134,61.669,65.306,59.868
4671,130.372,59.868,61.669,75.441
4672,149.978,75.441,59.868,1503.839
4673,956.031,1503.839,75.441,8389.93
4674,5587.987,8389.93,1503.839,3993.743
4675,4125.774,3993.743,8389.93,2461.942
4676,2618.775,2461.942,3993.743,2885.233
4677,3372.784,2885.233,2461.942,3565.581
4678,3814.972,3565.581,2885.233,2315.309
4679,2640.213,2315.309,3565.581,1726.07
4680,1896.526,1726.07,2315.309,1415.351
4681,1414.053,1415.351,1726.07,1191.221
4682,1096.541,1191.221,1415.351,990.639
4683,898.434,990.639,1191.221,833.417
4684,763.285,833.417,990.639,719.038
4685,659.764,719.038,833.417,636.848
4686,571.953,636.848,719.038,576.271
4687,507.355,576.271,636.848,541.003
4688,469.293,541.003,576.271,515.589
4689,442.282,515.589,541.003,472.621
4690,424.519,472.621,515.589,440.964
4691,424.785,440.964,472.621,415.506
4692,414.651,415.506,440.964,402.403
4693,398.189,402.403,415.506,394.65
4694,373.503,394.65,402.403,393.597
4695,362.104,393.597,394.65,390.612
4696,353.262,390.612,393.597,356.523
4697,362.87,356.523,390.612,415.791
4698,371.882,415.791,356.523,557.561
4699,367.699,557.561,415.791,440.072
4700,374.083,440.072,557.561,390.769
4701,342.858,390.769,440.072,353.92
4702,312.48,353.92,390.769,326.743
4703,286.277,326.743,353.92,305.985
4704,262.068,305.985,326.743,289.52
4705,242.368,289.52,305.985,274.363
4706,230.263,274.363,289.52,264.557
4707,222.964,264.557,274.363,256.734
4708,214.933,256.734,264.557,248.918
4709,212.629,248.918,256.734,245.431
4710,213.607,245.431,248.918,237.538
4711,214.095,237.538,245.431,226.987
4712,215.907,226.987,237.538,217.109
4713,205.676,217.109,226.987,208.078
4714,209.031,208.078,217.109,202.745
4715,189.329,202.745,208.078,195.496
4716,187.178,195.496,202.745,204.186
4717,189.664,204.186,195.496,220.706
4718,200.923,220.706,204.186,211.03
4719,182.671,211.03,220.706,188.65
4720,180.245,188.65,211.03,178.01
4721,176.569,178.01,188.65,176.355
4722,179.485,176.355,178.01,188.821
4723,173.59,188.821,176.355,171.872
4724,171.353,171.872,188.821,162.411
4725,162.227,162.411,171.872,160.549
4726,162.597,160.549,162.411,159.746
4727,155.448,159.746,160.549,170.836
4728,154.07,170.836,159.746,153.137
4729,158.308,153.137,170.836,154.466
4730,165.747,154.466,153.137,159.218
4731,159.488,159.218,154.466,156.7
4732,139.3,156.7,159.218,162.052
4733,124.538,162.052,156.7,173.429
4734,117.086,173.429,162.052,166.236
4735,129.734,166.236,173.429,150.603
4736,119.965,150.603,166.236,144.476
4737,115.431,144.476,150.603,140.07
4738,113.966,140.07,144.476,135.917
4739,111.133,135.917,140.07,131.17
4740,107.975,131.17,135.917,126.757
4741,102.58,126.757,131.17,121.784
4742,98.194,121.784,126.757,119.289
4743,97.621,119.289,121.784,113.38
4744,94.172,113.38,119.289,110.008
4745,93.048,110.008,113.38,106.017
4746,90.399,106.017,110.008,103.099
4747,86.322,103.099,106.017,99.544
4748,83.444,99.544,103.099,96.984
4749,82.584,96.984,99.544,94.03
4750,80.448,94.03,96.984,89.031
4751,76.898,89.031,94.03,85.746
4752,75.997,85.746,89.031,83.23
4753,74.842,83.23,85.746,88.383
4754,82.627,88.383,83.23,88.683
4755,86.936,88.683,88.383,100.377
4756,90.665,100.377,88.683,141.298
4757,186.435,141.298,100.377,315.591
4758,231.155,315.591,141.298,214.258
4759,239.322,214.258,315.591,163.484
4760,172.854,163.484,214.258,140.247
4761,151.406,140.247,163.484,136.518
4762,141.846,136.518,140.247,129.013
4763,133.39,129.013,136.518,114.927
4764,121.377,114.927,129.013,104.519
4765,108.294,104.519,114.927,95.766
4766,94.534,95.766,104.519,88.021
4767,83.703,88.021,95.766,82.185
4768,79.38,82.185,88.021,77.912
4769,76.184,77.912,82.185,74.39
4770,74.295,74.39,77.912,72.083
4771,70.734,72.083,74.39,69.117
4772,66.387,69.117,72.083,66.838
4773,63.292,66.838,69.117,67.417
4774,61.875,67.417,66.838,70.201
4775,61.309,70.201,67.417,73.797
4776,61.25,73.797,70.201,65.505
4777,60.337,65.505,73.797,60.919
4778,63.517,60.919,65.505,57.14
4779,58.312,57.14,60.919,54.132
4780,53.657,54.132,57.14,51.625
4781,50.252,51.625,54.132,48.48
4782,48.317,48.48,51.625,44.851
4783,45.856,44.851,48.48,42.83
4784,42.859,42.83,44.851,41.462
4785,42.334,41.462,42.83,42.594
4786,42.123,42.594,41.462,45.372
4787,44.613,45.372,42.594,41.764
4788,43.891,41.764,45.372,38.464
4789,42.776,38.464,41.764,36.109
4790,42.871,36.109,38.464,34.501
4791,44.612,34.501,36.109,34.987
4792,43.688,34.987,34.501,36.298
4793,45.05,36.298,34.987,33.373
4794,46.942,33.373,36.298,32.959
4795,47.057,32.959,33.373,37.56
4796,41.464,37.56,32.959,34.105
4797,38.253,34.105,37.56,30.812
4798,33.937,30.812,34.105,31.277
4799,36.978,31.277,30.812,31.01
4800,41.426,31.01,31.277,28.754
4801,45.346,28.754,31.01,28.567
4802,42.761,28.567,28.754,31.478
4803,39.681,31.478,28.567,29.114
4804,38.258,29.114,31.478,24.951
4805,37.429,24.951,29.114,22.081
4806,33.758,22.081,24.951,20.397
4807,30.782,20.397,22.081,18.899
4808,29.058,18.899,20.397,17.472
4809,26.759,17.472,18.899,16.263
4810,24.651,16.263,17.472,17.699
4811,24.961,17.699,16.263,34.563
4812,38.699,34.563,17.699,108.981
4813,84.952,108.981,34.563,133.889
4814,145.077,133.889,108.981,99.38
4815,107.512,99.38,133.889,71.106
4816,95.163,71.106,99.38,81.315
4817,95.02,81.315,71.106,95.561
4818,157.454,95.561,81.315,100.672
4819,192.603,100.672,95.561,114.226
4820,201.991,114.226,100.672,115.649
4821,201.585,115.649,114.226,100.448
4822,157.887,100.448,115.649,102.888
4823,179.692,102.888,100.448,130.12
4824,1041.842,130.12,102.888,114.267
4825,374.247,114.267,130.12,90.923
4826,262.262,90.923,114.267,68.772
4827,195.18,68.772,90.923,56.275
4828,185,56.275,68.772,48.487
4829,161.473,48.487,56.275,43.706
4830,129.155,43.706,48.487,39.842
4831,107.792,39.842,43.706,35.934
4832,91.887,35.934,39.842,33.089
4833,83.046,33.089,35.934,30.828
4834,73.681,30.828,33.089,29.327
4835,66.337,29.327,30.828,27.496
4836,62.811,27.496,29.327,26.166
4837,62.281,26.166,27.496,25.077
4838,63.346,25.077,26.166,26.705
4839,56.836,26.705,25.077,32.661
4840,52.385,32.661,26.705,29.622
4841,49.49,29.622,32.661,23.47
4842,45.8,23.47,29.622,19.063
4843,43.057,19.063,23.47,16.003
4844,38.652,16.003,19.063,13.005
4845,34.727,13.005,16.003,11.366
4846,32.748,11.366,13.005,10.508
4847,32.339,10.508,11.366,9.303
4848,30.091,9.303,10.508,8.597
4849,29.041,8.597,9.303,8.216
4850,26.932,8.216,8.597,7.709
4851,23.963,7.709,8.216,13.467
4852,19.797,13.467,7.709,10.353
4853,16.895,10.353,13.467,7.666
4854,13.528,7.666,10.353,6.515
4855,11.243,6.515,7.666,6.791
4856,24.38,6.791,6.515,10.025
4857,43.252,10.025,6.791,15.253
4858,62.994,15.253,10.025,17.061
4859,54.412,17.061,15.253,11.831
4860,46.038,11.831,17.061,16.71
4861,45.56,16.71,11.831,16.266
4862,38.259,16.266,16.71,11.105
4863,33.873,11.105,16.266,8.152
4864,28.789,8.152,11.105,6.848
4865,24.985,6.848,8.152,5.724
4866,20.569,5.724,6.848,4.415
4867,16.114,4.415,5.724,3.149
4868,13.064,3.149,4.415,2.211
4869,11.862,2.211,3.149,1.997
4870,12.749,1.997,2.211,1.909
4871,13.604,1.909,1.997,1.686
4872,16.041,1.686,1.909,1.37
4873,60.332,53.254,42.206,43.515
4874,61.627,43.515,53.254,31.087
4875,58.853,31.087,43.515,23.77
4876,72.921,23.77,31.087,19.306
4877,55.957,19.306,23.77,18.307
4878,48.513,18.307,19.306,22.843
4879,46.44,22.843,18.307,31.618
4880,52.573,31.618,22.843,96.5
4881,112.657,96.5,31.618,120.52
4882,139.85,120.52,96.5,115.014
4883,123.103,115.014,120.52,92.485
4884,126.341,92.485,115.014,71.203
4885,122.172,71.203,92.485,59.043
4886,110.762,59.043,71.203,216.637
4887,130.88,216.637,59.043,223.358
4888,147.029,223.358,216.637,134.968
4889,157.922,134.968,223.358,96.198
4890,126.957,96.198,134.968,72.975
4891,172.48,72.975,96.198,61.743
4892,125.176,61.743,72.975,56.536
4893,121.037,56.536,61.743,153.125
4894,191.469,153.125,56.536,163.991
4895,159.148,163.991,153.125,114.254
4896,110.97,114.254,163.991,84.764
4897,102.965,84.764,114.254,68.815
4898,189.532,68.815,84.764,66.209
4899,378.81,66.209,68.815,54.803
4900,226.74,54.803,66.209,51.067
4901,170.017,51.067,54.803,54.572
4902,126.301,54.572,51.067,70.08
4903,107.465,70.08,54.572,99.081
4904,101.854,99.081,70.08,118.533
4905,109.093,118.533,99.081,176.587
4906,165.468,176.587,118.533,266.92
4907,267.391,266.92,176.587,349.727
4908,351.02,349.727,266.92,313.211
4909,336.936,313.211,349.727,305.793
4910,392.978,305.793,313.211,243.193
4911,284.664,243.193,305.793,190.382
4912,211.162,190.382,243.193,187.878
4913,213.665,187.878,190.382,288.685
4914,460.167,288.685,187.878,248.497
4915,545.86,248.497,288.685,290.637
4916,424.128,290.637,248.497,387.66
4917,469.983,387.66,290.637,312.06
4918,426.46,312.06,387.66,249.023
4919,367.009,249.023,312.06,208.08
4920,268.277,208.08,249.023,209.263
4921,292.097,209.263,208.08,516.99
4922,417.99,516.99,209.263,774.248
4923,417.967,774.248,516.99,544.735
4924,374.131,544.735,774.248,407.598
4925,305.296,407.598,544.735,323.266
4926,263.935,323.266,407.598,267.804
4927,237.827,267.804,323.266,229.725
4928,214.235,229.725,267.804,198.635
4929,191.455,198.635,229.725,174.654
4930,172.022,174.654,198.635,156.064
4931,157.225,156.064,174.654,141.399
4932,144.858,141.399,156.064,129.95
4933,136.692,129.95,141.399,119.661
4934,130.087,119.661,129.95,112.2
4935,123.582,112.2,119.661,109.175
4936,125.217,109.175,112.2,100.726
4937,120.594,100.726,109.175,98.382
4938,116.876,98.382,100.726,94.347
4939,118.603,94.347,98.382,90.313
4940,115.761,90.313,94.347,85.185
4941,111.38,85.185,90.313,83.6
4942,109.194,83.6,85.185,85.152
4943,107.202,85.152,83.6,80.051
4944,102.274,80.051,85.152,75.865
4945,102.895,75.865,80.051,80.273
4946,98.915,80.273,75.865,78.503
4947,94.978,78.503,80.273,70.572
4948,92.04,70.572,78.503,66.486
4949,85.935,66.486,70.572,64.332
4950,84.13,64.332,66.486,63.235
4951,82.351,63.235,64.332,62.395
4952,81.685,62.395,63.235,60.911
4953,79.898,60.911,62.395,60.414
4954,88.932,60.414,60.911,56.376
4955,96.217,56.376,60.414,52.467
4956,92.308,52.467,56.376,50.917
4957,99.845,50.917,52.467,48.772
4958,98.774,48.772,50.917,47.441
4959,94.685,47.441,48.772,45.862
4960,91.484,45.862,47.441,44.925
4961,87.114,44.925,45.862,44.426
4962,86.758,44.426,44.925,43.916
4963,87.779,43.916,44.426,43.048
4964,84.711,43.048,43.916,42.201
4965,82.5,42.201,43.048,41.008
4966,81.969,41.008,42.201,40.876
4967,82.264,40.876,41.008,43.339
4968,84.708,43.339,40.876,50.109
4969,90.973,50.109,43.339,66.114
4970,101.526,66.114,50.109,67.129
4971,107.616,67.129,66.114,56.546
4972,98.523,56.546,67.129,58.561
4973,102.176,58.561,56.546,59.755
4974,107.73,59.755,58.561,69.702
4975,109.126,69.702,59.755,74.632
4976,138.852,74.632,69.702,78.748
4977,136.63,78.748,74.632,93.335
4978,143.62,93.335,78.748,98.015
4979,128.481,98.015,93.335,86.998
4980,111.3,86.998,98.015,77.823
4981,104.985,77.823,86.998,76.117
4982,101.856,76.117,77.823,84.602
4983,102.984,84.602,76.117,88.312
4984,93.73,88.312,84.602,82.64
4985,97.597,82.64,88.312,80.323
4986,100.184,80.323,82.64,83.084
4987,95.361,83.084,80.323,89.536
4988,89.18,89.536,83.084,88.485
4989,84.298,88.485,89.536,82.041
4990,81.091,82.041,88.485,78.262
4991,80.427,78.262,82.041,74.547
4992,78.181,74.547,78.262,71.717
4993,76.501,71.717,74.547,70.134
4994,76.628,70.134,71.717,68.112
4995,76.545,68.112,70.134,66.894
4996,81.871,66.894,68.112,78.754
4997,89.318,78.754,66.894,132.608
4998,84.644,132.608,78.754,127.291
4999,83.998,127.291,132.608,115.54
5000,85.495,115.54,127.291,120.403
5001,82.91,120.403,115.54,151.226
5002,77.741,151.226,120.403,169.073
5003,73.597,169.073,151.226,155.49
5004,75.504,155.49,169.073,145.192
5005,81.743,145.192,155.49,133.631
5006,77.892,133.631,145.192,124.636
5007,72.878,124.636,133.631,118.775
5008,67.587,118.775,124.636,118.35
5009,67.62,118.35,118.775,117.963
5010,67.554,117.963,118.35,111.368
5011,67.166,111.368,117.963,103.253
5012,64.831,103.253,111.368,102.011
5013,62.882,102.011,103.253,105.814
5014,61.98,105.814,102.011,101.746
5015,61.024,101.746,105.814,98.509
5016,64.972,98.509,101.746,96.202
5017,66.932,96.202,98.509,93.761
5018,64.427,93.761,96.202,109.602
5019,63.711,109.602,93.761,125.451
5020,63.974,125.451,109.602,129.137
5021,63.933,129.137,125.451,129.029
5022,66.072,129.029,129.137,128.784
5023,68.992,128.784,129.029,123.004
5024,69.686,123.004,128.784,118.432
5025,66.902,118.432,123.004,113.79
5026,63.129,113.79,118.432,111.989
5027,64.164,111.989,113.79,107.578
5028,67.98,107.578,111.989,108.622
5029,70.326,108.622,107.578,104.48
5030,68.806,104.48,108.622,94.311
5031,68.443,94.311,104.48,88.688
5032,68.351,88.688,94.311,83.156
5033,67.769,83.156,88.688,80.741
5034,66.732,80.741,83.156,79.611
5035,63.803,79.611,80.741,79.205
5036,61.443,79.205,79.611,81.093
5037,60.547,81.093,79.205,76.591
5038,61.741,76.591,81.093,72.725
5039,62.861,72.725,76.591,68.235
5040,56.281,68.235,72.725,65.823
5041,53.02,65.823,68.235,63.836
5042,50.919,63.836,65.823,61.234
5043,50.359,61.234,63.836,59.15
5044,50.077,59.15,61.234,58.144
5045,49.436,58.144,59.15,57.072
5046,50.055,57.072,58.144,57.143
5047,50.56,57.143,57.072,57.986
5048,52.102,57.986,57.143,103.16
5049,99.165,103.16,57.986,777.745
5050,489.896,777.745,103.16,1865.577
5051,614.956,1865.577,777.745,1334.088
5052,468.237,1334.088,1865.577,945.228
5053,365.301,945.228,1334.088,734.181
5054,313.753,734.181,945.228,629.158
5055,286.687,629.158,734.181,534.505
5056,268.288,534.505,629.158,489.704
5057,241.937,489.704,534.505,482.628
5058,252.039,482.628,489.704,1017.988
5059,924.11,1017.988,482.628,1277.596
5060,925.233,1277.596,1017.988,974.119
5061,744.062,974.119,1277.596,779.088
5062,559.602,779.088,974.119,658.919
5063,467.261,658.919,779.088,568.812
5064,400.257,568.812,658.919,496.596
5065,342.136,496.596,568.812,514.739
5066,316.529,514.739,496.596,544.986
5067,285.064,544.986,514.739,467.059
5068,257.105,467.059,544.986,418.399
5069,244.297,418.399,467.059,386.284
5070,226.64,386.284,418.399,360.122
5071,221.406,360.122,386.284,347.172
5072,211.815,347.172,360.122,347.285
5073,228.09,347.285,347.172,561.118
5074,259.288,561.118,347.285,458.963
5075,265.543,458.963,561.118,402.601
5076,255.394,402.601,458.963,372.164
5077,231.927,372.164,402.601,339.877
5078,222.686,339.877,372.164,312.058
5079,202.998,312.058,339.877,289.681
5080,184.444,289.681,312.058,270.254
5081,168.838,270.254,289.681,249.647
5082,155.099,249.647,270.254,232.116
5083,148.8,232.116,249.647,218.847
5084,141.254,218.847,232.116,206.09
5085,136.349,206.09,218.847,192.866
5086,126.122,192.866,206.09,182.658
5087,121.728,182.658,192.866,177.865
5088,119.216,177.865,182.658,186.301
5089,120.887,186.301,177.865,202.272
5090,117.521,202.272,186.301,173.412
5091,108.484,173.412,202.272,157.915
5092,102.227,157.915,173.412,145.764
5093,98.025,145.764,157.915,134.346
5094,89.227,134.346,145.764,124.899
5095,83.594,124.899,134.346,119.292
5096,79.857,119.292,124.899,116.72
5097,75.323,116.72,119.292,112.651
5098,74.07,112.651,116.72,106.638
5099,71.667,106.638,112.651,102.019
5100,70.741,102.019,106.638,102.774
5101,66.027,102.774,102.019,117.147
5102,61.555,117.147,102.774,105.964
5103,59.218,105.964,117.147,94.074
5104,57.756,94.074,105.964,86.01
5105,55.464,86.01,94.074,84.042
5106,58.702,84.042,86.01,111.021
5107,71.309,111.021,84.042,360.536
5108,228.011,360.536,111.021,769.915
5109,334.508,769.915,360.536,428.38
5110,339.51,428.38,769.915,311.45
5111,229.929,311.45,428.38,257.043
5112,182.259,257.043,311.45,220.674
5113,168.862,220.674,257.043,200.35
5114,154.502,200.35,220.674,193.55
5115,147.866,193.55,200.35,184.713
5116,132.639,184.713,193.55,169.261
5117,119.822,169.261,184.713,149.802
5118,113.444,149.802,169.261,137.952
5119,99.072,137.952,149.802,124.283
5120,86.696,124.283,137.952,110.937
5121,78.891,110.937,124.283,100.987
5122,74.171,100.987,110.937,95.631
5123,72.216,95.631,100.987,89.41
5124,62.724,89.41,95.631,82.659
5125,54.911,82.659,89.41,76.183
5126,53.636,76.183,82.659,71.082
5127,48.615,71.082,76.183,69.029
5128,51.35,69.029,71.082,66.401
5129,56.029,66.401,69.029,72.993
5130,76.746,72.993,66.401,68.518
5131,70.673,68.518,72.993,64.209
5132,57.191,64.209,68.518,57.953
5133,47.442,57.953,64.209,51.757
5134,41.094,51.757,57.953,47.803
5135,35.199,47.803,51.757,45.941
5136,32.715,45.941,47.803,42.257
5137,30.79,42.257,45.941,40.914
5138,28.302,40.914,42.257,39.448
5139,27.466,39.448,40.914,37.409
5140,30.697,37.409,39.448,34.131
5141,29.346,34.131,37.409,34.574
5142,31.373,34.574,34.131,45.027
5143,27.61,45.027,34.574,39.605
5144,23.857,39.605,45.027,32.608
5145,20.001,32.608,39.605,28.255
5146,18.481,28.255,32.608,25.392
5147,15.012,25.392,28.255,24.884
5148,14.205,24.884,25.392,23.78
5149,15.584,23.78,24.884,18.358
5150,14.47,18.358,23.78,15.336
5151,14.854,15.336,18.358,13.989
5152,12.49,13.989,15.336,12.351
5153,11.66,12.351,13.989,13.693
5154,11.949,13.693,12.351,12.907
5155,13.177,12.907,13.693,20.977
5156,33.932,20.977,12.907,23.26
5157,51.209,23.26,20.977,36.233
5158,44.787,36.233,23.26,42.868
5159,44.786,42.868,36.233,46.812
5160,46.757,46.812,42.868,50.731
5161,98.943,50.731,46.812,52.123
5162,139.203,52.123,50.731,104.006
5163,131.154,104.006,52.123,92.51
5164,136.304,92.51,104.006,70.372
5165,119.521,70.372,92.51,57.793
5166,138.7,57.793,70.372,49.054
5167,123.091,49.054,57.793,52.392
5168,120.49,52.392,49.054,49.947
5169,111.88,49.947,52.392,40.87
5170,90.789,40.87,49.947,33.437
5171,78.359,33.437,40.87,28.011
5172,67.18,28.011,33.437,22.824
5173,59.044,22.824,28.011,18.191
5174,49.832,18.191,22.824,13.891
5175,41.884,13.891,18.191,10.886
5176,31.406,10.886,13.891,32.431
5177,26.982,32.431,10.886,27.312
5178,25.757,27.312,32.431,29.54
5179,44.622,29.54,27.312,94.437
5180,59.627,94.437,29.54,223.466
5181,92.189,223.466,94.437,124.014
5182,80.891,124.014,223.466,77.354
5183,81.191,77.354,124.014,56.424
5184,70.126,56.424,77.354,44.246
5185,62.036,44.246,56.424,37.264
5186,54.832,37.264,44.246,32.585
5187,45.144,32.585,37.264,28.653
5188,40.123,28.653,32.585,27.728
5189,52.349,27.728,28.653,31.879
5190,130.524,31.879,27.728,120.329
5191,157.113,120.329,31.879,114.036
5192,167.1,114.036,120.329,74.676
5193,109.528,74.676,114.036,56.554
5194,110.638,56.554,74.676,60.598
5195,110.805,60.598,56.554,89.87
5196,153.076,89.87,60.598,418.805
5197,349.607,418.805,89.87,428.429
5198,294.843,428.429,418.805,273.544
5199,244.951,273.544,428.429,203.17
5200,208.621,203.17,273.544,160.669
5201,159.814,160.669,203.17,124.194
5202,136.943,124.194,160.669,96.954
5203,123.76,96.954,124.194,79.473
5204,107.408,79.473,96.954,73.187
5205,101.987,73.187,79.473,69.661
5206,95.268,69.661,73.187,65.591
5207,90.429,65.591,69.661,61.766
5208,77.073,61.766,65.591,58.287
5209,85.724,58.287,61.766,58.948
5210,178.497,58.948,58.287,147.711
5211,148.652,147.711,58.948,165.363
5212,135.519,165.363,147.711,644.195
5213,756.935,644.195,165.363,620.157
5214,841.898,620.157,644.195,405.96
5215,445.182,405.96,620.157,280.518
5216,317.738,280.518,405.96,221.602
5217,247.45,221.602,280.518,184.15
5218,208.19,184.15,221.602,153.799
5219,185.779,153.799,184.15,134.757
5220,164.707,134.757,153.799,128.986
5221,155.195,128.986,134.757,130.798
5222,165.369,130.798,128.986,122.325
5223,141.439,122.325,130.798,108.123
5224,127.673,108.123,122.325,93.672
5225,113.865,93.672,108.123,84.468
5226,107.98,84.468,93.672,79.866
5227,113.143,79.866,84.468,78.928
5228,108.911,78.928,79.866,78.323
5229,127.429,78.323,78.928,83.534
5230,227.223,83.534,78.323,92.175
5231,338.822,92.175,83.534,100.633
5232,294.426,100.633,92.175,103.248
5233,239.429,103.248,100.633,81.053
5234,185.318,81.053,103.248,66.446
5235,153.019,66.446,81.053,58.464
5236,133.311,58.464,66.446,54.043
5237,128.749,54.043,58.464,56.359
5238,134.753,56.359,54.043,54.635
5239,130.921,54.635,56.359,54.457
5240,119.741,54.457,54.635,55.224
5241,113.392,55.224,54.457,61.019
5242,118.499,61.019,55.224,66.767
5243,150.324,66.767,61.019,54.339
5244,139.127,54.339,66.767,49.641
5245,114.653,49.641,54.339,46.775
5246,107.356,46.775,49.641,44.224
5247,101.93,44.224,46.775,40.867
5248,140.034,40.867,44.224,36.787
5249,110.757,36.787,40.867,33.502
5250,85.851,33.502,36.787,29.827
5251,82.887,29.827,33.502,27.038
5252,71.133,27.038,29.827,24.628
5253,64.193,24.628,27.038,22.572
5254,57.581,22.572,24.628,21.811
5255,56.27,21.811,22.572,21.113
5256,61.483,21.113,21.811,22.776
5257,60.504,22.776,21.113,24.064
5258,67.295,24.064,22.776,25.437
5259,70.979,25.437,24.064,23.219
5260,62.458,23.219,25.437,21.852
5261,54.998,21.852,23.219,21.537
5262,55.746,21.537,21.852,20.594
5263,54.494,20.594,21.537,18.783
5264,50.191,18.783,20.594,16.946
5265,48.635,16.946,18.783,16.256
5266,51.513,16.256,16.946,18.491
5267,56.96,18.491,16.256,21.815
5268,66.004,21.815,18.491,25.479
5269,68.252,25.479,21.815,33.417
5270,70.679,33.417,25.479,30.093
5271,62.12,30.093,33.417,27.334
5272,60.251,27.334,30.093,27.362
5273,61.431,27.362,27.334,24.431
5274,58.646,24.431,27.362,22.673
5275,60.323,22.673,24.431,21.114
5276,60.013,21.114,22.673,18.224
5277,61.731,18.224,21.114,16.946
5278,59.76,16.946,18.224,28.385
5279,89.005,28.385,16.946,68.99
5280,211.897,68.99,28.385,63.272
5281,186.858,63.272,68.99,63.489
5282,171.044,63.489,63.272,60.959
5283,167.631,60.959,63.489,53.846
5284,156.472,53.846,60.959,54.081
5285,146.447,54.081,53.846,59.671
5286,129.982,59.671,54.081,54.555
5287,128.306,54.555,59.671,50.527
5288,127.212,50.527,54.555,48.471
5289,117.209,48.471,50.527,44.863
5290,110.929,44.863,48.471,54.089
5291,120.076,54.089,44.863,70.893
5292,149.37,70.893,54.089,132.291
5293,176.882,132.291,70.893,147.186
5294,185.303,147.186,132.291,392.183
5295,408.707,392.183,147.186,2438.872
5296,6163.523,2438.872,392.183,3432.556
5297,8383.742,3432.556,2438.872,3224.182
5298,7623.398,3224.182,3432.556,2054.673
5299,4644.582,2054.673,3224.182,1400.027
5300,2629.666,1400.027,2054.673,1275.727
5301,1998.617,1275.727,1400.027,1068.964
5302,1592.608,1068.964,1275.727,806.864
5303,1159.781,806.864,1068.964,650.653
5304,912.907,650.653,806.864,624.908
5305,846.12,624.908,650.653,766.693
5306,939.944,766.693,624.908,893.473
5307,1416.376,893.473,766.693,1423.789
5308,2844.791,1423.789,893.473,1340.607
5309,2273.186,1340.607,1423.789,1081.126
5310,1780.619,1081.126,1340.607,832.007
5311,1347.905,832.007,1081.126,674.323
5312,1049.789,674.323,832.007,572.958
5313,836.717,572.958,674.323,498.611
5314,711.391,498.611,572.958,442.535
5315,624.206,442.535,498.611,397.862
5316,566.048,397.862,442.535,370.384
5317,534.928,370.384,397.862,342.074
5318,487.173,342.074,370.384,315.567
5319,441.877,315.567,342.074,295.255
5320,411.125,295.255,315.567,278.613
5321,381.06,278.613,295.255,258.185
5322,359.158,258.185,278.613,244.245
5323,343.919,244.245,258.185,236.338
5324,335.334,236.338,244.245,240.184
5325,347.678,240.184,236.338,266.28
5326,351.518,266.28,240.184,241.362
5327,374.49,241.362,266.28,232.476
5328,361.314,232.476,241.362,235.679
5329,331.431,235.679,232.476,211.825
5330,312.908,211.825,235.679,194.315
5331,292.777,194.315,211.825,182.778
5332,275.632,182.778,194.315,175.216
5333,264.206,175.216,182.778,169.839
5334,257.16,169.839,175.216,169.085
5335,253.063,169.085,169.839,167.827
5336,247.95,167.827,169.085,159.031
5337,237.479,159.031,167.827,153.523
5338,222.071,153.523,159.031,150.375
5339,210.175,150.375,153.523,145.057
5340,197.233,145.057,150.375,142.132
5341,192.598,142.132,145.057,139.619
5342,194.41,139.619,142.132,139.414
5343,192.721,139.414,139.619,135.536
5344,180.333,135.536,139.414,127.755
5345,173.551,127.755,135.536,122.05
5346,173.318,122.05,127.755,120.138
5347,175.59,120.138,122.05,117.375
5348,167.567,117.375,120.138,116.332
5349,162.514,116.332,117.375,114.957
5350,160.79,114.957,116.332,113.262
5351,160.537,113.262,114.957,114.96
5352,165.566,114.96,113.262,118.617
5353,176.523,118.617,114.96,131.032
5354,196.683,131.032,118.617,209.177
5355,315.239,209.177,131.032,309.468
5356,336.995,309.468,209.177,268.402
5357,288.461,268.402,309.468,218.977
5358,232.472,218.977,268.402,196.115
5359,192.643,196.115,218.977,181.068
5360,166.862,181.068,196.115,171.34
5361,152.921,171.34,181.068,164.49
5362,147.229,164.49,171.34,158.681
