T,Coxs I,Qki,Qki-1,Qki+1
1559,13.53,5.73,6.085,5.382
1560,12.949,5.382,5.73,5.054
1561,12.642,5.054,5.382,4.885
1562,11.832,4.885,5.054,4.659
1563,11.347,4.659,4.885,4.445
1564,11.348,4.445,4.659,4.356
1565,12.06,4.356,4.445,4.932
1566,17.987,7.95,8.39,7.615
1567,17.739,7.615,7.95,7.461
1568,17.191,7.461,7.615,7.356
1569,17.146,7.356,7.461,7.279
1570,17.28,7.279,7.356,7.61
1571,18.431,7.61,7.279,8.018
1572,24.268,8.018,7.61,7.981
1573,27.589,7.981,8.018,8.992
1574,28.097,8.992,7.981,22.147
1575,26.891,22.147,8.992,22.228
1576,25.956,22.228,22.147,19.38
1577,27.606,19.38,22.228,16.674
1578,26.606,16.674,19.38,14.455
1579,34.972,27.519,23.113,55.318
1580,33.119,55.318,27.519,44.727
1581,37.17,44.727,55.318,37.99
1582,36.683,37.99,44.727,35.213
1583,35.855,35.213,37.99,31.069
1584,33.776,31.069,35.213,31.798
1585,37.921,31.798,31.069,32.812
1586,55.794,32.812,31.798,122.136
1587,57.62,122.136,32.812,114.154
1588,49.326,114.154,122.136,92.007
1589,44.948,92.007,114.154,75.966
1590,41.031,75.966,92.007,67.727
1591,39.565,67.727,75.966,65.243
1592,36.274,65.243,67.727,57.534
1593,31.944,57.534,65.243,49.906
1594,28.318,49.906,57.534,44.651
1595,25.686,44.651,49.906,41.233
1596,24.722,41.233,44.651,44.55
1597,25.006,44.55,41.233,38.387
1598,21.41,38.387,44.55,32.471
1599,19.719,32.471,38.387,30.181
1600,18.076,30.181,32.471,28.19
1601,16.155,28.19,30.181,25.739
1602,14.6,25.739,28.19,23.777
1603,13.017,23.777,25.739,21.913
1604,11.931,21.913,23.777,20.758
1605,11.255,20.758,21.913,19.737
1606,11.476,19.737,20.758,21.814
1607,12.734,21.814,19.737,77.783
1608,73.071,77.783,21.814,239.313
1609,425.984,239.313,77.783,304.828
1610,217.739,304.828,239.313,192.751
1611,190.029,192.751,304.828,139.851
1612,146.331,139.851,192.751,113.677
1613,105.085,113.677,139.851,92.938
1614,80.929,92.938,113.677,75.089
1615,65.608,75.089,92.938,62.584
1616,55.77,62.584,75.089,54.406
1617,48.741,54.406,62.584,47.922
1618,44.31,47.922,54.406,42.5
1619,40.6,42.5,47.922,37.441
1620,36.598,37.441,42.5,32.729
1621,32.094,32.729,37.441,30.088
1622,27.739,30.088,32.729,26.346
1623,24.219,26.346,30.088,23.816
1624,22.902,23.816,26.346,25.848
1625,24.121,25.848,23.816,28.689
1626,40.351,28.689,25.848,60.8
1627,214.265,60.8,28.689,449.548
1628,1191.386,449.548,60.8,764.165
1629,1068.455,764.165,449.548,577.113
1630,547.705,577.113,764.165,402.219
1631,378.877,402.219,577.113,407.909
1632,467.593,407.909,402.219,374.232
1633,355.094,374.232,407.909,272.04
1634,261.774,272.04,374.232,210.095
1635,204.935,210.095,272.04,168.58
1636,169.434,168.58,210.095,143.922
1637,147.139,143.922,168.58,125.709
1638,130.198,125.709,143.922,115.276
1639,119.609,115.276,125.709,112.055
1640,122.02,112.055,115.276,118.401
1641,123.154,118.401,112.055,127.698
1642,107.621,127.698,118.401,242.128
1643,251.909,242.128,127.698,1061.109
1644,521.375,1061.109,242.128,695.373
1645,548.546,695.373,1061.109,445.632
1646,367.068,445.632,695.373,343.247
1647,285.511,343.247,445.632,307.894
1648,256.402,307.894,343.247,285.946
1649,231.963,285.946,307.894,355.706
1650,297.154,355.706,285.946,442.518
1651,273.405,442.518,355.706,347.735
1652,248.359,347.735,442.518,281.362
1653,238.286,281.362,347.735,229.836
1654,196.359,229.836,281.362,203.193
1655,168.366,203.193,229.836,184.982
1656,146.893,184.982,203.193,167.783
1657,129.131,167.783,184.982,163.132
1658,127.263,163.132,167.783,174.813
1659,132.126,174.813,163.132,169.328
1660,123.363,169.328,174.813,150.414
1661,108.472,150.414,169.328,131.321
1662,54.492,38.231,43.213,35.26
1663,51.183,35.26,38.231,35.561
1664,72.433,35.561,35.26,52.994
1665,83.22,52.994,35.561,188.785
1666,90.073,188.785,52.994,143.169
1667,69.997,143.169,188.785,101.415
1668,56.162,101.415,143.169,76.194
1669,46.865,76.194,101.415,60.761
1670,41.288,60.761,76.194,52.484
1671,37.338,52.484,60.761,46.233
1672,32.89,46.233,52.484,41.164
1673,29.319,41.164,46.233,35.618
1674,26.625,35.618,41.164,31.937
1675,25.446,31.937,35.618,30.381
1676,24.887,30.381,31.937,27.002
1677,24.484,27.002,30.381,25.79
1678,22.858,25.79,27.002,28.517
1679,20.037,28.517,25.79,27.733
1680,16.422,27.733,28.517,23.015
1681,13.936,23.015,27.733,17.846
1682,12.823,17.846,23.015,13.521
1683,11.526,13.521,17.846,10.744
1684,10.258,10.744,13.521,9.233
1685,9.391,9.233,10.744,8.619
1686,10.159,8.619,9.233,8.738
1687,15.316,8.738,8.619,10.096
1688,20.456,10.096,8.738,7.717
1689,23.429,7.717,10.096,6.305
1690,23.789,6.305,7.717,5.48
1691,21.928,5.48,6.305,5.384
1692,22.116,5.384,5.48,5.604
1693,21.952,5.604,5.384,12.215
1694,40.137,12.215,5.604,31.202
1695,95.015,31.202,12.215,145.108
1696,452.806,145.108,31.202,221.536
1697,1097.112,221.536,145.108,254.699
1698,503.107,254.699,221.536,158.009
1699,341.071,158.009,254.699,118.38
1700,244.229,118.38,158.009,96.28
1701,181.387,96.28,118.38,78.513
1702,148.215,78.513,96.28,82.642
1703,335.667,82.642,78.513,988.352
1704,5571.393,988.352,82.642,1432.163
1705,2916.293,1432.163,988.352,834.115
1706,1230.827,834.115,1432.163,506.358
1707,702.396,506.358,834.115,360.064
1708,479.93,360.064,506.358,280.333
1709,360.265,280.333,360.064,220.086
1710,284.478,220.086,280.333,180.756
1711,233.751,180.756,220.086,151.784
1712,209.832,151.784,180.756,131.972
1713,185.821,131.972,151.784,122.476
1714,163.548,122.476,131.972,109.71
1715,144.767,109.71,122.476,98.81
1716,133.23,98.81,109.71,86.205
1717,118.395,86.205,98.81,75.746
1718,106.847,75.746,86.205,67.589
1719,99.719,67.589,75.746,59.328
1720,95.613,59.328,67.589,54.957
1721,90.639,54.957,59.328,124.363
1722,206.671,124.363,54.957,338.88
1723,782.26,338.88,124.363,348.425
1724,546.518,348.425,338.88,213.706
1725,338.043,213.706,348.425,151.729
1726,249.792,151.729,213.706,125.292
1727,201.76,125.292,151.729,108.741
1728,195.978,108.741,125.292,154.507
1729,175.333,154.507,108.741,129.128
1730,171.084,129.128,154.507,111.549
1731,159.431,111.549,129.128,98.456
1732,144.58,98.456,111.549,104.168
1733,140.257,104.168,98.456,114.379
1734,214.493,114.379,104.168,108.31
1735,198.701,108.31,114.379,107.984
1736,167.575,107.984,108.31,88.946
1737,144.079,88.946,107.984,77.756
1738,129.902,77.756,88.946,67.444
1739,119.281,67.444,77.756,60.871
1740,109.404,60.871,67.444,54.989
1741,101.789,54.989,60.871,49.506
1742,94.413,49.506,54.989,45.429
1743,88.174,45.429,49.506,41.898
1744,81.925,41.898,45.429,38.52
1745,76.755,38.52,41.898,38.278
1746,79.033,38.278,38.52,44.102
1747,135.739,44.102,38.278,45.923
1748,211.703,45.923,44.102,50.244
1749,217.609,50.244,45.923,61.639
1750,173.391,61.639,50.244,56.435
1751,148.726,56.435,61.639,57.024
1752,149.679,57.024,56.435,78.046
1753,179.719,78.046,57.024,117.545
1754,184.467,117.545,78.046,116.437
1755,151.187,116.437,117.545,86.237
1756,132.89,86.237,116.437,68.883
1757,118.479,68.883,86.237,58.682
1758,107.327,58.682,68.883,51.542
1759,98.025,51.542,58.682,46.818
1760,97.242,46.818,51.542,43.452
1761,92.008,43.452,46.818,40.793
1762,84.33,40.793,43.452,38.459
1763,79.714,38.459,40.793,36.392
1764,73.985,36.392,38.459,45.851
1765,85.084,45.851,36.392,55.02
1766,115.493,55.02,45.851,55.303
1767,116.964,55.303,55.02,60.345
1768,106.01,60.345,55.303,53.709
1769,94.701,53.709,60.345,46.468
1770,86.233,46.468,53.709,41.713
1771,80.952,41.713,46.468,43.601
1772,83.86,43.601,41.713,52.198
1773,100.561,52.198,43.601,45.641
1774,94.218,45.641,52.198,37.9
1775,84.3,37.9,45.641,38.506
1776,74.627,38.506,37.9,51.284
1777,77.143,51.284,38.506,44.222
1778,75.287,44.222,51.284,37.566
1779,69.379,37.566,44.222,36.784
1780,61.387,36.784,37.566,34.117
1781,56.98,34.117,36.784,31.353
1782,56.372,31.353,34.117,28.806
1783,55.476,28.806,31.353,26.671
1784,54.346,26.671,28.806,25.703
1785,52.481,25.703,26.671,25.236
1786,50.725,25.236,25.703,24.357
1787,49.302,24.357,25.236,23.291
1788,47.347,23.291,24.357,22.021
1789,45.575,22.021,23.291,21.013
1790,43.919,21.013,22.021,19.897
1791,41.948,19.897,21.013,18.269
1792,40.284,18.269,19.897,16.685
1793,39.035,16.685,18.269,15.362
1794,38.392,15.362,16.685,14.211
1795,38.24,14.211,15.362,13.398
1796,38.024,13.398,14.211,13.183
1797,37.999,13.183,13.398,13.62
1798,38.346,13.62,13.183,14.196
1799,40.18,14.196,13.62,13.509
1800,40.355,13.509,14.196,12.676
1801,40.398,12.676,13.509,12.513
1802,40.048,12.513,12.676,12.428
1803,38.554,12.428,12.513,12.44
1804,37.377,12.44,12.428,12.259
1805,37.252,12.259,12.44,11.693
1806,37.121,11.693,12.259,11.089
1807,37.985,11.089,11.693,11.007
1808,38.358,11.007,11.089,11.701
1809,39.339,11.701,11.007,12.123
1810,40,12.123,11.701,13.674
1811,39.257,13.674,12.123,15.444
1812,38.869,15.444,13.674,16.417
1813,38.113,16.417,15.444,15.869
1814,36.483,15.869,16.417,15.417
1815,34.466,15.417,15.869,15.334
1816,33.096,15.334,15.417,13.488
1817,31.095,13.488,15.334,11.445
1818,29.772,11.445,13.488,10.294
1819,28.458,10.294,11.445,9.271
1820,27.053,9.271,10.294,8.794
1821,26.441,8.794,9.271,8.513
1822,26.421,8.513,8.794,8.199
1823,25.985,8.199,8.513,8.077
1824,25.924,8.077,8.199,7.976
1825,25.785,7.976,8.077,8.012
1826,26.121,8.012,7.976,7.98
1827,26.443,7.98,8.012,7.832
1828,26.346,7.832,7.98,7.674
1829,25.503,7.674,7.832,7.64
1830,25.107,7.64,7.674,7.559
1831,27.201,7.559,7.64,7.611
1832,25.33,7.611,7.559,7.99
1833,25.186,7.99,7.611,9.005
1834,28.748,9.005,7.99,9.39
1835,32.12,9.39,9.005,10.347
1836,36.862,10.347,9.39,10.654
1837,36.392,10.654,10.347,11.549
1838,37.202,11.549,10.654,18.515
1839,33.931,18.515,11.549,22.004
1840,30.06,22.004,18.515,22.424
1841,28.759,22.424,22.004,20.052
1842,28.461,20.052,22.424,18.072
1843,27.25,18.072,20.052,15.519
1844,26.414,15.519,18.072,13.445
1845,26.451,13.445,15.519,12.764
1846,27.807,12.764,13.445,13.752
1847,30.019,13.752,12.764,19.144
1848,33.29,19.144,13.752,30.704
1849,38.598,30.704,19.144,42.284
1850,46.202,42.284,30.704,40.338
1851,51.87,40.338,42.284,1358.859
1852,51.87,1358.859,40.338,4394.207
1853,1751.768,4394.207,1358.859,1548.566
1854,1765.813,1548.566,4394.207,835.421
1855,823.716,835.421,1548.566,556.947
1856,525.444,556.947,835.421,422.076
1857,400.915,422.076,556.947,340.877
1858,323.579,340.877,422.076,284.238
1859,275.959,284.238,340.877,246.988
1860,243.52,246.988,284.238,236.486
1861,238.743,236.486,246.988,245.976
1862,218.269,245.976,236.486,245.953
1863,195.679,245.953,245.976,243.01
1864,177.503,243.01,245.953,219.935
1865,170.877,219.935,243.01,204.026
1866,167.163,204.026,219.935,197.881
1867,155.593,197.881,204.026,182.288
1868,144.931,182.288,197.881,169.797
1869,135.273,169.797,182.288,163.632
1870,127.891,163.632,169.797,154.21
1871,121.339,154.21,163.632,143.027
1872,115.063,143.027,154.21,134.341
1873,110.334,134.341,143.027,128.234
1874,105.918,128.234,134.341,122.852
1875,101.997,122.852,128.234,116.867
1876,97.183,116.867,122.852,111.01
1877,92.412,111.01,116.867,105.377
1878,89.096,105.377,111.01,100.849
1879,85.622,100.849,105.377,98.618
1880,83.285,98.618,100.849,96.924
1881,80.698,96.924,98.618,92.351
1882,78.125,92.351,96.924,86.737
1883,75.096,86.737,92.351,81.778
1884,72.671,81.778,86.737,77.41
1885,70.784,77.41,81.778,73.641
1886,69.568,73.641,77.41,73.085
1887,74.094,73.085,73.641,80.672
1888,92.77,80.672,73.085,136.727
1889,86.233,136.727,80.672,120.628
1890,77.099,120.628,136.727,98.091
1891,73.07,98.091,120.628,87.092
1892,74.815,87.092,98.091,81.814
1893,72.947,81.814,87.092,85.549
1894,74.479,85.549,81.814,101.967
1895,72.15,101.967,85.549,107.949
1896,65.39,107.949,101.967,99.575
1897,62.864,99.575,107.949,96.568
1898,60.856,96.568,99.575,91.627
1899,58.287,91.627,96.568,88.35
1900,56.485,88.35,91.627,84.831
1901,54.387,84.831,88.35,79.938
1902,52.637,79.938,84.831,73.961
1903,51.979,73.961,79.938,69.784
1904,50.225,69.784,73.961,70.613
1905,49.936,70.613,69.784,83.014
1906,49.237,83.014,70.613,79.724
1907,48.352,79.724,83.014,76.494
1908,47.438,76.494,79.724,69.444
1909,46.55,69.444,76.494,64.661
1910,45.925,64.661,69.444,61.464
1911,45.106,61.464,64.661,58.963
1912,44.14,58.963,61.464,56.554
1913,43.182,56.554,58.963,53.75
1914,42.485,53.75,56.554,52.914
1915,41.245,52.914,53.75,52.564
1916,41.164,52.564,52.914,53.73
1917,40.623,53.73,52.564,59.651
1918,43.543,59.651,53.73,62.363
1919,52.279,62.363,59.651,75.714
1920,56.004,75.714,62.363,89.343
1921,50.998,89.343,75.714,71.239
1922,47.649,71.239,89.343,61.697
1923,44.735,61.697,71.239,56.67
1924,43.017,56.67,61.697,56.548
1925,44.395,56.548,56.67,60.499
1926,47.933,60.499,56.548,151.912
1927,50.984,151.912,60.499,126.229
1928,45.568,126.229,151.912,113.229
1929,42.078,113.229,126.229,101.782
1930,41.139,101.782,113.229,98.983
1931,49.979,98.983,101.782,108.966
1932,59.605,108.966,98.983,175.845
1933,60.58,175.845,108.966,183.239
1934,55.856,183.239,175.845,155.399
1935,50.47,155.399,183.239,143.407
1936,45.863,143.407,155.399,124.682
1937,43.626,124.682,143.407,111.151
1938,40.72,111.151,124.682,101.607
1939,38.138,101.607,111.151,103.747
1940,44.029,103.747,101.607,124.713
1941,58.962,124.713,103.747,246.683
1942,65.599,246.683,124.713,215.731
1943,68.066,215.731,246.683,365.178
1944,86.762,365.178,215.731,365.863
1945,84.092,365.863,365.178,274.739
1946,71.568,274.739,365.863,224.132
1947,60.909,224.132,274.739,186.81
1948,56.749,186.81,224.132,160.694
1949,51.744,160.694,186.81,143.831
1950,45.841,143.831,160.694,129.558
1951,40.876,129.558,143.831,125.148
1952,40.914,125.148,129.558,136.284
1953,43.423,136.284,125.148,162.212
1954,44.405,162.212,136.284,136.388
1955,39.243,136.388,162.212,118.166
1956,36.408,118.166,136.388,104.172
1957,34.973,104.172,118.166,96.687
1958,35.91,96.687,104.172,94.568
1959,36.271,94.568,96.687,101.22
1960,40.362,101.22,94.568,112.462
1961,61.532,112.462,101.22,124.207
1962,109.208,124.207,112.462,136.686
1963,90.06,136.686,124.207,114.934
1964,81.771,114.934,136.686,104.531
1965,84.234,104.531,114.934,101.287
1966,94.813,101.287,104.531,107.285
1967,81.776,107.285,101.287,101.435
1968,71.634,101.435,107.285,86.825
1969,66.127,86.825,101.435,75.739
1970,62.664,75.739,86.825,68.851
1971,57.763,68.851,75.739,62.05
1972,50.608,62.05,68.851,57.332
1973,44.86,57.332,62.05,73.237
1974,63.665,73.237,57.332,221.498
1975,422.813,221.498,73.237,448.057
1976,1207.262,448.057,221.498,349.406
1977,618.704,349.406,448.057,275.213
1978,402.799,275.213,349.406,244.29
1979,300.589,244.29,275.213,220.449
1980,253.721,220.449,244.29,212.12
1981,241.345,212.12,220.449,188.641
1982,520.813,628.873,966.188,472.2
1983,385.246,472.2,628.873,378.349
1984,308.644,378.349,472.2,314.944
1985,257.663,314.944,378.349,275.51
1986,223.678,275.51,314.944,246.137
1987,202.074,246.137,275.51,221.997
1988,178.09,221.997,246.137,200.173
1989,158.388,200.173,221.997,175.244
1990,142.98,175.244,200.173,156.952
1991,131.645,156.952,175.244,147.704
1992,126.778,147.704,156.952,140.877
1993,126.13,140.877,147.704,149.328
1994,123.976,149.328,140.877,135.584
1995,123.381,135.584,149.328,155.21
1996,171.22,155.21,135.584,250.471
1997,235.228,250.471,155.21,397.166
1998,288.823,397.166,250.471,360.07
1999,339.417,360.07,397.166,338.53
2000,434.092,338.53,360.07,385.105
2001,521.032,385.105,338.53,410.851
2002,501.596,410.851,385.105,368.253
2003,416.133,368.253,410.851,353.506
2004,426.379,353.506,368.253,447.133
2005,430.37,447.133,353.506,342.686
2006,356.602,342.686,447.133,270.913
2007,280.172,270.913,342.686,230.228
2008,225.259,230.228,270.913,202.145
2009,183.456,202.145,230.228,171.727
2010,152.994,171.727,202.145,148.093
2011,132.895,148.093,171.727,132.957
2012,116.444,132.957,148.093,121.657
2013,106.195,121.657,132.957,112.49
2014,96.781,112.49,121.657,104.326
2015,88.341,104.326,112.49,96.242
2016,78.788,96.242,104.326,86.335
2017,73.061,86.335,96.242,80.634
2018,75.301,80.634,86.335,82.712
2019,75.322,82.712,80.634,86.263
2020,64.724,86.263,82.712,79.817
2021,55.821,79.817,86.263,64.214
2022,49.779,64.214,79.817,55.023
2023,45.823,55.023,64.214,47.994
2024,42.805,47.994,55.023,42.586
2025,40.044,42.586,47.994,37.628
2026,34.408,37.628,42.586,32.426
2027,29.631,32.426,37.628,28.471
2028,26.799,28.471,32.426,25.917
2029,25.437,25.917,28.471,23.814
2030,23.444,23.814,25.917,21.658
2031,21.198,21.658,23.814,18.909
2032,18.762,18.909,21.658,15.454
2033,15.847,15.454,18.909,14.633
2034,16.433,14.633,15.454,14.133
2035,15.433,14.133,14.633,11.516
2036,16.702,11.516,14.133,11.85
2037,18.782,11.85,11.516,15.216
2038,24.173,15.216,11.85,23.683
2039,36.155,23.683,15.216,27.895
2040,44.364,27.895,23.683,27.59
2041,40.437,27.59,27.895,31.992
2042,34.841,31.992,27.59,38.249
2043,32.102,38.249,31.992,95.425
2044,133.709,95.425,38.249,102.959
2045,217.445,102.959,95.425,111.256
2046,243.97,111.256,102.959,76.591
2047,163.342,76.591,111.256,103.123
2048,847.829,103.123,76.591,3405.758
2049,7758.504,3405.758,103.123,4165.155
2050,4980.201,4165.155,3405.758,3654.959
2051,3612.016,3654.959,4165.155,2117.557
2052,2454.736,2117.557,3654.959,1344.169
2053,1619.891,1344.169,2117.557,879.541
2054,1070.31,879.541,1344.169,607.588
2055,767.18,607.588,879.541,455.764
2056,590.498,455.764,607.588,378.035
2057,494.418,378.035,455.764,332.766
2058,438.269,332.766,378.035,299.761
2059,377.991,299.761,332.766,393.994
2060,492.047,393.994,299.761,319.224
2061,540.566,319.224,393.994,247.006
2062,361.024,247.006,319.224,209.665
2063,290.907,209.665,247.006,181.401
2064,258.414,181.401,209.665,159.383
2065,225.01,159.383,181.401,142.425
2066,196.227,142.425,159.383,133.83
2067,183.181,133.83,142.425,123.238
2068,175.299,123.238,133.83,112.414
2069,158.069,112.414,123.238,104.074
2070,142.002,104.074,112.414,93.12
2071,132.072,93.12,104.074,83.358
2072,118.786,83.358,93.12,77.199
2073,105.98,77.199,83.358,68.473
2074,94.989,68.473,77.199,62.419
2075,87.849,62.419,68.473,57.72
2076,80.5,57.72,62.419,53.837
2077,74.29,53.837,57.72,52.523
2078,75.083,52.523,53.837,53.825
2079,80.064,53.825,52.523,56.773
2080,79.416,56.773,53.825,59.142
2081,71.142,59.142,56.773,67.025
2082,74.7,67.025,59.142,69.003
2083,69.924,69.003,67.025,58.079
2084,66.549,58.079,69.003,52.197
2085,63.013,52.197,58.079,45.566
2086,57.847,45.566,52.197,42.129
2087,55.493,42.129,45.566,37.837
2088,54.825,37.837,42.129,38.667
2089,94.211,38.667,37.837,43.613
2090,94.38,43.613,38.667,45.901
2091,89.567,45.901,43.613,39.567
2092,74.551,39.567,45.901,40.582
2093,60.839,40.582,39.567,37.474
2094,58.102,37.474,40.582,34.247
2095,59.519,34.247,37.474,32.068
2096,57.193,32.068,34.247,29.409
2097,51.826,29.409,32.068,28.224
2098,46.921,28.224,29.409,26.161
2099,41.878,26.161,28.224,23.474
2100,37.779,23.474,26.161,20.114
2101,33.757,20.114,23.474,17.811
2102,30.927,17.811,20.114,15.701
2103,28.594,15.701,17.811,13.23
2104,27.37,13.23,15.701,11.641
2105,26.432,11.641,13.23,12.664
2106,28.385,12.664,11.641,13.466
2107,32.629,13.466,12.664,12.657
2108,35.167,12.657,13.466,11.065
2109,30.593,11.065,12.657,9.479
2110,28.157,9.479,11.065,8.648
2111,26.192,8.648,9.479,9.468
2112,27.784,9.468,8.648,11.402
2113,30.62,11.402,9.468,13.697
2114,34.817,13.697,11.402,14.473
2115,40.026,14.473,13.697,14.623
2116,43.302,14.623,14.473,16.626
2117,43.564,16.626,14.623,16.459
2118,37.96,16.459,16.626,17.333
2119,34.596,17.333,16.459,16.065
2120,30.833,16.065,17.333,15.655
2121,29.466,15.655,16.065,18.54
2122,32.638,18.54,15.655,18.342
2123,36.971,18.342,18.54,14.781
2124,35.871,14.781,18.342,12.535
2125,30.028,12.535,14.781,11.039
2126,27.481,11.039,12.535,10.085
2127,25.045,10.085,11.039,9.151
2128,20.89,9.151,10.085,8.25
2129,17.916,8.25,9.151,7.307
2130,16.017,7.307,8.25,6.587
2131,14.797,6.587,7.307,5.94
2132,14.054,5.94,6.587,5.446
2133,13.563,5.446,5.94,4.953
2134,13.074,4.953,5.446,4.719
2135,13.007,4.719,4.953,4.731
2136,13.494,4.731,4.719,4.334
2137,13.119,4.334,4.731,3.757
2138,12.967,3.757,4.334,3.643
2139,12.062,3.643,3.757,3.532
2140,11.483,3.532,3.643,3.291
2141,11.045,3.291,3.532,2.987
2142,10.604,2.987,3.291,2.603
2143,10.245,2.603,2.987,2.516
2144,9.667,2.516,2.603,2.428
2145,9.306,2.428,2.516,2.183
2146,8.971,2.183,2.428,1.971
2147,8.995,1.971,2.183,1.754
2148,9.3,1.754,1.971,1.591
2149,9.38,1.591,1.754,1.463
2150,9.745,1.463,1.591,1.5
2151,10.131,1.5,1.463,1.601
2152,10.7,1.601,1.5,1.701
2153,10.851,1.701,1.601,1.672
2154,11.044,1.672,1.701,1.563
2155,10.66,1.563,1.672,1.493
2156,9.659,1.493,1.563,2.418
2157,9.075,2.418,1.493,2.72
2158,8.947,2.72,2.418,2.706
2159,8.623,2.706,2.72,2.645
2160,10.313,2.645,2.706,2.702
2161,9.942,2.702,2.645,2.792
2162,10.894,2.792,2.702,3.11
2163,10.94,3.11,2.792,3.409
2164,10.5,3.409,3.11,3.709
2165,10.551,3.709,3.409,3.776
2166,11.377,3.776,3.709,3.788
2167,12.461,3.788,3.776,4.077
2168,13.027,4.077,3.788,4.223
2169,13.703,4.223,4.077,4.575
2170,15.016,4.575,4.223,4.734
2171,15.998,4.734,4.575,4.703
2172,16.654,4.703,4.734,4.528
2173,17.448,4.528,4.703,4.982
2174,17.346,4.982,4.528,7.848
2175,19.16,7.848,4.982,6.38
2176,21.394,6.38,7.848,5.215
2177,20.26,5.215,6.38,5.048
2178,20.583,5.048,5.215,5.539
2179,20.231,5.539,5.048,6.408
2180,19.333,6.408,5.539,6.612
2181,18.914,6.612,6.408,6.138
2182,19.076,6.138,6.612,6.093
2183,18.845,6.093,6.138,6.061
2184,18.082,6.061,6.093,6.493
2185,19.118,6.493,6.061,7.261
2186,20.764,7.261,6.493,7.129
2187,23.623,7.129,7.261,7.839
2188,25.981,7.839,7.129,10.936
2189,27.028,10.936,7.839,13.005
2190,32.598,13.005,10.936,18.212
2191,35.235,18.212,13.005,23.209
2192,33.728,23.209,18.212,23.588
2193,34.924,23.588,23.209,26.178
2194,41.656,26.178,23.588,26.565
2195,58.086,26.565,26.178,25.688
2196,51.618,25.688,26.565,37.654
2197,44.628,37.654,25.688,35.619
2198,39.797,35.619,37.654,29.383
2199,35.375,29.383,35.619,24.462
2200,33.175,24.462,29.383,20.981
2201,31.772,20.981,24.462,18.701
2202,29.982,18.701,20.981,16.661
2203,28.851,16.661,18.701,15.367
2204,28.119,15.367,16.661,16.119
2205,28.574,16.119,15.367,16.828
2206,30.404,16.828,16.119,17.316
2207,33.765,17.316,16.828,18.235
2208,34.075,18.235,17.316,17.034
2209,33.033,17.034,18.235,16.098
2210,31.009,16.098,17.034,16.31
2211,29.142,16.31,16.098,15.799
2212,28.37,15.799,16.31,15.474
2213,28.073,15.474,15.799,14.85
2214,28.075,14.85,15.474,13.592
2215,27.908,13.592,14.85,14.021
2216,27.933,14.021,13.592,12.858
2217,28.67,12.858,14.021,14.287
2218,29.675,14.287,12.858,20.702
2219,31.282,20.702,14.287,30.922
2220,31.188,30.922,20.702,30.04
2221,29.369,30.04,30.922,26.434
2222,28.371,26.434,30.04,22.967
2223,27.056,22.967,26.434,19.646
2224,25.243,19.646,22.967,16.897
2225,23.751,16.897,19.646,14.511
2226,22.267,14.511,16.897,12.944
2227,21.709,12.944,14.511,16.465
2228,25.844,16.465,12.944,20.567
2229,36.723,20.567,16.465,23.055
2230,55.484,23.055,20.567,22.652
2231,49.438,22.652,23.055,40.664
2232,50.262,40.664,22.652,39.625
2233,49.988,39.625,40.664,46.488
2234,47.915,46.488,39.625,40.486
2235,48.426,40.486,46.488,34.698
2236,48.043,34.698,40.486,37.203
2237,49.441,37.203,34.698,50.989
2238,80.927,50.989,37.203,79.754
2239,151.743,79.754,50.989,122.039
2240,109.9,122.039,79.754,89.34
2241,84.222,89.34,122.039,66.891
2242,81.194,66.891,89.34,54.077
2243,70.883,54.077,66.891,46.13
2244,60.282,46.13,54.077,40.756
2245,52.211,40.756,46.13,37.068
2246,47.459,37.068,40.756,34.667
2247,44.185,34.667,37.068,33.971
2248,42.694,33.971,34.667,32.379
2249,41.058,32.379,33.971,30.634
2250,40.998,30.634,32.379,29.808
2251,40.167,29.808,30.634,31.006
2252,38.688,31.006,29.808,31.483
2253,37.916,31.483,31.006,28.955
2254,34.731,28.955,31.483,26.55
2255,32.026,26.55,28.955,24.487
2256,30.551,24.487,26.55,23.162
2257,29.446,23.162,24.487,22.043
2258,28.611,22.043,23.162,21.114
2259,27.808,21.114,22.043,20.467
2260,27.328,20.467,21.114,19.517
2261,26.559,19.517,20.467,18.385
2262,25.252,18.385,19.517,17.388
2263,24.238,17.388,18.385,16.434
2264,23.246,16.434,17.388,15.541
2265,22.536,15.541,16.434,14.478
2266,21.856,14.478,15.541,13.241
2267,21.284,13.241,14.478,12.401
2268,20.441,12.401,13.241,11.923
2269,19.754,11.923,12.401,12.753
2270,19.877,12.753,11.923,13.362
2271,20.168,13.362,12.753,13.194
2272,19.831,13.194,13.362,14.207
2273,19.486,14.207,13.194,15.397
2274,20.213,15.397,14.207,15.954
2275,21.331,15.954,15.397,15.364
2276,22.158,15.364,15.954,15.421
2277,22.978,15.421,15.364,14.685
2278,22.192,14.685,15.421,12.065
2279,20.708,12.065,14.685,11.886
2280,20.427,11.886,12.065,11.898
2281,22.215,11.898,11.886,27.772
2282,41.485,27.772,11.898,45.398
2283,94.051,45.398,27.772,102.954
2284,84.243,102.954,45.398,97.994
2285,73.056,97.994,102.954,77.551
2286,98.316,77.551,97.994,91.128
2287,142.573,91.128,77.551,112.621
2288,128.045,112.621,91.128,109.177
2289,100.205,109.177,112.621,88.624
2290,82.49,88.624,109.177,72.882
2291,73.423,72.882,88.624,62.476
