N,212250_COXS,212260_KOWMUNG
5127,182.259,257.043
5128,168.862,220.674
5129,154.502,200.35
5130,147.866,193.55
5131,132.639,184.713
5132,119.822,169.261
5133,113.444,149.802
5134,99.072,137.952
5135,86.696,124.283
5136,78.891,110.937
5137,74.171,100.987
5138,72.216,95.631
5139,62.724,89.41
5140,54.911,82.659
5141,53.636,76.183
5142,48.615,71.082
5143,51.35,69.029
5144,56.029,66.401
5145,76.746,72.993
5146,70.673,68.518
5147,57.191,64.209
5148,47.442,57.953
5149,41.094,51.757
5150,35.199,47.803
5151,32.715,45.941
5152,30.79,42.257
5153,28.302,40.914
5154,27.466,39.448
5155,30.697,37.409
5156,29.346,34.131
5157,31.373,34.574
5158,27.61,45.027
5159,23.857,39.605
5160,20.001,32.608
5161,18.481,28.255
5162,15.012,25.392
5163,14.205,24.884
5164,15.584,23.78
5165,14.47,18.358
5166,14.854,15.336
5167,12.49,13.989
5168,11.66,12.351
5169,11.949,13.693
5170,13.177,12.907
5171,33.932,20.977
5172,51.209,23.26
5173,44.787,36.233
5174,44.786,42.868
5175,46.757,46.812
5176,98.943,50.731
5177,139.203,52.123
5178,131.154,104.006
5179,136.304,92.51
5180,119.521,70.372
5181,138.7,57.793
5182,123.091,49.054
5183,120.49,52.392
5184,111.88,49.947
5185,90.789,40.87
5186,78.359,33.437
5187,67.18,28.011
5188,59.044,22.824
5189,49.832,18.191
5190,41.884,13.891
5191,31.406,10.886
5192,26.982,32.431
5193,25.757,27.312
5194,44.622,29.54
5195,59.627,94.437
5196,92.189,223.466
5197,80.891,124.014
5198,81.191,77.354
5199,70.126,56.424
5200,62.036,44.246
5201,54.832,37.264
5202,45.144,32.585
5203,40.123,28.653
5204,52.349,27.728
5205,130.524,31.879
5206,157.113,120.329
5207,167.1,114.036
5208,109.528,74.676
5209,110.638,56.554
5210,110.805,60.598
5211,153.076,89.87
5212,349.607,418.805
5213,294.843,428.429
5214,244.951,273.544
5215,208.621,203.17
5216,159.814,160.669
5217,136.943,124.194
5218,123.76,96.954
5219,107.408,79.473
5220,101.987,73.187
5221,95.268,69.661
5222,90.429,65.591
5223,77.073,61.766
5224,85.724,58.287
5225,178.497,58.948
5226,148.652,147.711
5227,135.519,165.363
5228,756.935,644.195
5229,841.898,620.157
5230,445.182,405.96
5231,317.738,280.518
5232,247.45,221.602
5233,208.19,184.15
5234,185.779,153.799
5235,164.707,134.757
5236,155.195,128.986
5237,165.369,130.798
5238,141.439,122.325
5239,127.673,108.123
5240,113.865,93.672
5241,107.98,84.468
5242,113.143,79.866
5243,108.911,78.928
5244,127.429,78.323
5245,227.223,83.534
5246,338.822,92.175
5247,294.426,100.633
5248,239.429,103.248
5249,185.318,81.053
5250,153.019,66.446
5251,133.311,58.464
5252,128.749,54.043
5253,134.753,56.359
5254,130.921,54.635
5255,119.741,54.457
5256,113.392,55.224
5257,118.499,61.019
5258,150.324,66.767
5259,139.127,54.339
5260,114.653,49.641
5261,107.356,46.775
5262,101.93,44.224
5263,140.034,40.867
5264,110.757,36.787
5265,85.851,33.502
5266,82.887,29.827
5267,71.133,27.038
5268,64.193,24.628
5269,57.581,22.572
5270,56.27,21.811
5271,61.483,21.113
5272,60.504,22.776
5273,67.295,24.064
5274,70.979,25.437
5275,62.458,23.219
5276,54.998,21.852
5277,55.746,21.537
5278,54.494,20.594
5279,50.191,18.783
5280,48.635,16.946
5281,51.513,16.256
5282,56.96,18.491
5283,66.004,21.815
5284,68.252,25.479
5285,70.679,33.417
5286,62.12,30.093
5287,60.251,27.334
5288,61.431,27.362
5289,58.646,24.431
5290,60.323,22.673
5291,60.013,21.114
5292,61.731,18.224
5293,59.76,16.946
5294,89.005,28.385
5295,211.897,68.99
5296,186.858,63.272
5297,171.044,63.489
5298,167.631,60.959
5299,156.472,53.846
5300,146.447,54.081
5301,129.982,59.671
5302,128.306,54.555
5303,127.212,50.527
5304,117.209,48.471
5305,110.929,44.863
5306,120.076,54.089
5307,149.37,70.893
5308,176.882,132.291
5309,185.303,147.186
5310,408.707,392.183
5311,6163.523,2438.872
5312,8383.742,3432.556
5313,7623.398,3224.182
5314,4644.582,2054.673
5315,2629.666,1400.027
5316,1998.617,1275.727
5317,1592.608,1068.964
5318,1159.781,806.864
5319,912.907,650.653
5320,846.12,624.908
5321,939.944,766.693
5322,1416.376,893.473
5323,2844.791,1423.789
5324,2273.186,1340.607
5325,1780.619,1081.126
5326,1347.905,832.007
5327,1049.789,674.323
5328,836.717,572.958
5329,711.391,498.611
5330,624.206,442.535
5331,566.048,397.862
5332,534.928,370.384
5333,487.173,342.074
5334,441.877,315.567
5335,411.125,295.255
5336,381.06,278.613
5337,359.158,258.185
5338,343.919,244.245
5339,335.334,236.338
5340,347.678,240.184
5341,351.518,266.28
5342,374.49,241.362
5343,361.314,232.476
5344,331.431,235.679
5345,312.908,211.825
5346,292.777,194.315
5347,275.632,182.778
5348,264.206,175.216
5349,257.16,169.839
5350,253.063,169.085
5351,247.95,167.827
5352,237.479,159.031
5353,222.071,153.523
5354,210.175,150.375
5355,197.233,145.057
5356,192.598,142.132
5357,194.41,139.619
5358,192.721,139.414
5359,180.333,135.536
5360,173.551,127.755
5361,173.318,122.05
5362,175.59,120.138
5363,167.567,117.375
5364,162.514,116.332
5365,160.79,114.957
5366,160.537,113.262
5367,165.566,114.96
5368,176.523,118.617
5369,196.683,131.032
5370,315.239,209.177
5371,336.995,309.468
5372,288.461,268.402
5373,232.472,218.977
5374,192.643,196.115
5375,166.862,181.068
5376,152.921,171.34
5377,147.229,164.49
5378,146.715,158.681
5379,147.738,151.044
5380,141.593,144.467
5381,137.303,139.5
5382,134.661,135.442
5383,131.949,131.141
5384,126.822,127.169
5385,125.127,125.178
5386,122.456,123.754
5387,118.519,119.579
5388,115.108,115.875
5389,113.468,113.245
5390,112.248,113.411
5391,112.474,112.022
5392,122.318,114.432
5393,143.135,133.867
5394,165.618,168.456
5395,194.93,250.946
5396,189.325,423.541
5397,203.816,366.229
5398,274.711,498.885
5399,340.229,643.325
5400,350.24,618.701
5401,318.328,727.478
5402,284.889,802.523
5403,277.442,739.605
5404,267.317,688.021
5405,255.244,657.042
5406,240.665,577.046
5407,229.313,505.417
5408,231.142,454.936
5409,214.573,433.28
5410,201.769,386.517
5411,184.897,352.919
5412,176.281,329.278
5413,168.545,308.546
5414,163.336,289.298
5415,160.63,275.933
5416,154.929,271.098
5417,150.001,255.55
5418,147.599,240.651
5419,145.02,241.125
5420,140.464,231.374
5421,137.632,218.191
5422,134.588,206.138
5423,131.815,196.923
5424,129.176,189.115
5425,128.635,185.481
5426,129.196,201.952
5427,128.304,209.69
5428,124.786,182.668
5429,118.146,167.52
5430,115.313,159.41
5431,109.184,155.317
5432,106.076,150.73
5433,103.903,142.908
5434,101.854,135.588
5435,102.088,132.476
5436,126.949,155.009
5437,362.715,458.203
5438,424.069,1235
5439,485.863,2015.855
5440,424.24,1594.799
5441,388.32,1294.855
5442,347.551,1064.519
5443,312.468,904.837
5444,282.528,792.942
5445,260.604,698.582
5446,261.009,646.626
5447,248.016,687.691
5448,235.446,578.629
5449,230.419,524.359
5450,225.323,482.133
5451,211.913,448.508
5452,200.405,414.368
5453,196.543,394.577
5454,182.846,366.307
5455,170.754,342.229
5456,162.049,319.005
5457,160.199,300.377
5458,153.081,282.943
5459,141.977,267.017
5460,138.751,254.212
5461,152.894,242.3
5462,144.694,237.529
5463,143.997,247.564
5464,139.865,249.171
5465,137.949,234.607
5466,142.397,223.07
5467,136.1,212.44
5468,127.874,194.636
5469,121.953,187.84
5470,122.076,191.613
5471,116.196,193.773
5472,110.131,180.125
5473,112.617,165.22
5474,110.654,155.322
5475,97.929,145.93
5476,87.252,136.927
5477,82.13,128.594
5478,80.309,121.658
5479,73.355,114.683
5480,70.83,108.873
5481,73.756,102.693
5482,74.12,100.216
5483,73.415,105.391
5484,74.973,99.929
5485,77.075,92.579
5486,72.725,92.416
5487,76.907,101.641
5488,104.816,97.457
5489,91.623,92.232
5490,77.667,82.929
5491,71.178,75.504
5492,74.011,71.887
5493,126.384,71.476
5494,146.354,89.089
5495,91.525,88.183
5496,144.798,104.77
5497,149.867,113.706
5498,131.655,110.611
5499,121.369,92.942
5500,122.488,85.261
5501,119.822,83.959
5502,108.138,103.594
5503,98.002,92.058
5504,89.411,78.006
5505,84.842,75.831
5506,89.116,94.237
5507,116.945,147.354
5508,146.31,185.265
5509,278.156,271.497
5510,391.13,323.478
5511,352.594,377.005
5512,348.092,312.523
5513,307.766,225.506
5514,249.153,174.229
5515,203.363,146.48
5516,184.384,135.685
5517,178.171,148.144
5518,234.166,182.43
5519,393.226,439.623
5520,430.74,408.757
5521,327.37,303.997
5522,267.633,230.716
5523,221.869,181.125
5524,188.349,147.542
5525,162.68,122.737
5526,146.032,106.865
5527,136.967,95.593
5528,128.97,85.776
5529,108.13,79.061
5530,90.673,68.67
5531,83.019,59.006
5532,77.249,54.767
5533,77.915,54.327
5534,79.977,49.812
5535,70.506,46.124
5536,59.273,43.132
5537,53.02,38.515
5538,51.304,34.61
5539,49.456,31.659
5540,45.951,28.882
5541,42.129,27.01
5542,39.974,26.367
5543,40.178,26.459
5544,34.454,24.608
5545,29.596,21.193
5546,24.608,17.433
5547,21.646,14.286
5548,19.015,12.431
5549,17.486,11.109
5550,26.091,12.522
5551,59.328,11.58
5552,51.062,9.346
5553,45.979,8.976
5554,35.307,9.037
5555,31.549,14.129
5556,71.971,30.535
5557,193.849,85.408
5558,173.995,141.932
5559,112.583,109.546
5560,92.845,72.453
5561,99.361,56.216
5562,95.705,43.666
5563,76.932,36.826
5564,66.572,36.468
5565,56.369,32.614
5566,49.097,27.229
5567,45.797,22.638
5568,42.107,19.484
5569,45.614,20.926
5570,198.208,142.595
5571,998.7,389.599
5572,1033.687,372.289
5573,709.554,269.999
5574,470.322,181.726
5575,339.343,131.361
5576,265.628,100.528
5577,212.925,78.17
5578,177.345,62.708
5579,155.356,54.946
5580,271.157,128.73
5581,372.445,138.824
5582,369.752,145.4
5583,339.332,110.745
5584,254.627,85.619
5585,202.409,67.548
5586,163.37,57.816
5587,156.83,80.71
5588,259.877,185.57
5589,416.326,179.409
5590,447.78,181.09
5591,360.195,154.486
5592,289.679,135.489
5593,245.538,123.748
5594,214.489,113.266
5595,235.813,110.128
5596,244.545,108.597
5597,221.813,89.865
5598,187.199,79.036
5599,190.319,66.806
5600,397.806,60.414
5601,564.392,59.105
5602,346.775,55.771
5603,251.248,53.734
5604,185.93,48.943
5605,144.376,44.121
5606,120.93,40.078
5607,106.394,36.109
5608,97.972,32.865
5609,93.475,29.893
5610,86.596,27.424
5611,79.074,26.67
5612,72.569,26.016
5613,72.553,24.106
5614,71.19,20.171
5615,63.882,16.705
5616,57.098,13.57
5617,55.609,11.785
5618,57.511,10.729
5619,50.555,10.55
5620,44.958,8.879
5621,40.742,7.4
5622,36.469,7.508
5623,36.425,8.632
5624,38.89,7.965
5625,33.717,6.77
5626,30.735,5.977
5627,28.676,5.116
5628,26.881,4.329
5629,26.041,3.523
5630,24.908,2.762
5631,22.986,2.13
5632,21.216,1.646
5633,19.877,1.272
5634,41.803,1.521
5635,76.048,7.861
5636,78.973,5.751
5637,81.85,8.232
5638,73.538,12.735
5639,63.949,17.285
5640,54.548,16.565
5641,48.24,14.208
5642,45.58,12.816
5643,43.425,10.676
5644,41.655,9.361
5645,43.98,9.005
5646,39.915,8.588
5647,36.269,7.801
5648,33.783,7.345
5649,33.294,6.978
5650,33.28,6.688
5651,33.043,5.815
5652,32.468,6.429
5653,29.894,6.173
5654,27.868,5.605
5655,27.088,5.233
5656,25.308,4.725
5657,26.113,4.156
5658,25.866,3.647
5659,25.4,3.654
5660,26.294,3.612
5661,26.037,3.205
5662,30.39,2.888
5663,28.004,2.526
5664,24.481,2.248
5665,22.029,1.973
5666,20.5,1.748
5667,19.594,1.547
5668,20.794,2.837
5669,21.85,3.395
5670,25.793,3.926
5671,27.047,2.468
5672,27.797,3.051
5673,27.281,4.593
5674,27.777,5.157
5675,28.337,5.625
5676,28.8,6.586
5677,27.811,7.644
5678,27.961,7.273
5679,27.748,6.773
5680,26.499,7.118
5681,28.191,9
5682,28.251,8.439
5683,27.592,7.748
5684,26.513,7.07
5685,24.821,6.22
5686,23.712,5.772
5687,23.22,5.748
5688,22.588,6.972
5689,25.958,8.948
5690,33.048,10.031
5691,33.597,9.394
5692,38.301,8.613
5693,32.282,7.544
5694,20.617,5.304
5695,19.75,5.064
5696,19.006,4.771
5697,18.052,4.395
5698,18.717,4.248
5699,19.7,4.193
5700,21.532,4.137
5701,22.463,4.769
5702,23.554,7.321
5703,27.478,16.419
5704,37.537,27.603
5705,1214.399,2485.61
5706,2329.397,3833.218
5707,1112.673,1489.276
5708,665.517,907.9
5709,681.72,779.953
5710,439.088,869.976
5711,335.401,715.237
5712,276.141,547.653
5713,224.027,439.819
5714,204.212,369.231
5715,176.354,321.334
5716,154.382,285.574
5717,142.992,258.797
5718,136.728,243.878
5719,1364.384,1569.041
5720,869.996,1274.112
5721,1043.027,1310.917
5722,681.398,970.875
5723,543.219,1018.38
5724,466.269,895.438
5725,431.349,760.17
5726,384.056,683.346
5727,349.432,601.075
5728,321.57,518.018
5729,295.751,455.052
5730,275.076,448.699
5731,255.252,415.896
5732,239.075,370.228
5733,235.49,344.424
5734,242.298,342.682
5735,243.45,484.899
5736,252.706,717.387
5737,270.8,675.272
5738,377.24,618.8
5739,379.451,544.373
5740,396.246,605.225
5741,463.661,591.802
5742,387.593,540.697
5743,339.477,481.843
5744,328.849,438.901
5745,309.329,402.784
5746,284.682,374.415
5747,271.298,344.361
5748,423.339,384.178
5749,3368.802,938.491
5750,2913.061,924.58
5751,2285.409,1561.036
5752,2196.897,1782.36
5753,1564.929,1308.056
5754,1208.238,1124.839
5755,989.672,900.396
5756,875.192,829.307
5757,750.532,718.14
5758,656.224,623.273
5759,595.303,559.778
5760,543.766,504.628
5761,531.649,484.272
5762,1498.872,998.657
5763,2077.324,1340.316
5764,1744.504,1208.93
5765,1553.071,1073.581
5766,1289.116,923.313
5767,1073.684,809.477
5768,914.674,713.642
5769,802.751,636.856
5770,711.356,578.547
5771,633.034,523.115
5772,558.374,475.993
5773,513.031,440.673
5774,475.042,405.993
5775,440.792,373.314
5776,415.287,348.278
5777,392.404,326.969
5778,368.556,309.487
5779,347.95,296.183
5780,352.404,330.592
5781,344.37,324.615
5782,340.776,292.926
5783,386.399,324.48
5784,882.785,792.212
5785,1298.799,995.521
5786,959.664,719.216
5787,686.943,587.826
5788,550.249,517.161
5789,477.335,466.212
5790,428.966,427.705
5791,403.261,438.581
5792,485.124,515.232
5793,2748.761,1338.901
5794,4493.631,1651.839
5795,2413.63,1307.277
5796,1583.227,1050.574
5797,1179.754,863.185
5798,982.68,738.736
5799,861.184,662.364
5800,804.994,634.557
5801,819.341,688.904
5802,777.43,578.753
5803,677.413,496.172
5804,604.366,452.565
5805,556.938,448.553
5806,542.689,530.791
5807,496.357,432.807
5808,479.647,406.167
5809,749.525,676.671
5810,1651.66,861.308
5811,1137.435,656.372
5812,925.571,707.656
5813,1118.274,858.639
5814,1003.022,732.004
5815,809.873,632.635
5816,699.072,582.909
5817,624.278,535.147
5818,560.276,479.961
5819,524.741,447.035
5820,507.974,528.336
5821,607.803,592.74
5822,661.233,922.268
5823,564.558,670.131
5824,503.752,624.266
5825,482.953,657.326
5826,455.391,805.264
5827,423.074,600.719
5828,384.298,532.006
5829,353.201,482.917
5830,325.839,441.713
5831,316.428,429.055
5832,314.802,486.039
5833,298.297,390.074
5834,268.627,355.104
5835,238.921,322.828
5836,216.885,295.149
5837,200.98,275.18
5838,200.908,298.41
5839,215.413,316.273
5840,203.133,254.047
5841,194.975,232.289
5842,190.5,227.534
5843,180.158,250.999
5844,207.789,230.939
5845,213.857,199.787
5846,192.732,184.202
5847,167.93,171.986
5848,161.365,163.286
5849,185.318,160.997
5850,277.7,531.535
5851,239.305,465.241
5852,229.722,331.049
5853,237.396,264.895
5854,232.469,230.308
5855,202.129,204.692
5856,168.724,182.956
5857,144.363,165.919
5858,136.434,155.049
5859,125.583,148.459
5860,126.857,157.898
5861,132.744,157.33
5862,127.471,148.615
5863,146.272,143.823
5864,158.719,167.973
5865,279.117,182.594
5866,307.969,145.579
5867,237.9,155.712
5868,182.873,140.805
5869,154.18,121.309
5870,141.268,108.308
5871,157.02,100.826
5872,191.275,104.474
5873,204.899,168.394
5874,169.538,131.063
5875,132.774,101.402
5876,112.731,86.092
5877,102.753,79.475
5878,92.658,73.103
5879,80.35,67.942
5880,72.175,63.523
5881,71.315,61.642
5882,86.49,59.603
5883,82.017,52.873
5884,63.751,49.956
5885,60.526,47.423
5886,60.102,44.211
5887,57.428,48.799
5888,59.455,48.204
5889,62.076,44.689
5890,55.279,59.738
5891,51.533,52.101
5892,56.126,42.179
5893,57.784,39.196
5894,49.034,35.821
5895,40.181,31.006
5896,40.389,34.865
5897,69.328,50.157
5898,155.797,87.535
5899,182.217,166.638
5900,288.034,109.79
5901,216.777,74.578
5902,156.223,58.401
5903,119.844,49.45
5904,99.988,43.676
5905,82.419,38.335
5906,71.028,246.262
5907,306.151,275.241
5908,265.699,150.304
5909,184.22,106.601
5910,131.47,86.603
5911,102.523,76.762
5912,87.744,62.532
5913,73.301,51.168
5914,64.529,46.108
5915,60.229,40.886
5916,54.058,38.111
5917,53.673,38.315
5918,55.635,39.672
5919,54.755,38.989
5920,48.909,36.04
5921,46.587,33.936
5922,59.201,30.876
5923,75.597,25.508
5924,65.76,21.831
5925,77.013,19.025
5926,64.403,15.817
5927,48.543,12.755
5928,38.967,9.964
5929,40.841,7.895
5930,38.919,6.321
5931,31.745,5.544
5932,28.073,6.083
5933,29.386,6.907
5934,37.515,7.559
5935,36.902,8.239
5936,28.565,19.44
5937,38.695,23.167
5938,34.932,17.345
5939,32.946,12.966
5940,33.818,9.968
5941,30.782,8.206
5942,27.066,6.819
5943,21.872,5.814
5944,18.936,5.539
5945,17.337,5.436
5946,16.303,4.448
5947,16.671,3.782
5948,19.3,3.118
5949,15.691,2.179
5950,14.416,5.27
5951,19.027,20.644
5952,38.016,73.986
5953,55.229,94.02
5954,39.741,64.943
5955,26.772,44.133
5956,19.112,29.651
5957,13.849,21.318
5958,11.024,15.057
5959,9.275,10.577
5960,10.075,8.691
5961,12.33,8.257
5962,11.272,6.879
5963,9.598,5.837
5964,7.116,4.554
5965,6.3,3.655
5966,5.306,2.948
5967,4.649,2.382
5968,7.895,2.318
5969,16.047,3.106
5970,17.12,3.323
5971,20.723,4.789
5972,26.559,8.172
5973,93.971,36.102
5974,117.05,59.306
5975,263.191,90.258
5976,268.185,135.003
5977,179.447,128.278
5978,127.657,93.729
5979,102.662,68.797
5980,98.117,55.767
5981,88.538,47.646
5982,76.229,42.124
5983,65.643,38.213
5984,60.172,37.019
5985,493.163,229.939
5986,2566.142,1008.553
5987,3560.83,2317.117
5988,2333.89,1762.669
5989,3014.475,1186.974
5990,9264.937,4267.833
5991,5486.31,3902.713
5992,3344.956,2221.396
5993,3096.238,2821.319
5994,2753.025,1955.322
5995,1893.521,1692.759
5996,1628.816,1459.973
5997,1246.731,1207.731
5998,953.289,911.426
5999,756.495,713.264
6000,627.291,589.217
6001,635.456,681.095
6002,864.214,1086.662
6003,774.11,739.393
6004,653.761,544.681
6005,557.367,460.667
6006,570.223,470.306
6007,583.211,472.553
6008,544.059,432.607
6009,487.706,373.5
6010,439.882,328.756
6011,399.844,300.822
6012,393.585,294.342
6013,356.893,301.553
6014,325.851,276.305
6015,303.566,248.855
6016,283.979,228.84
6017,265.036,210.287
6018,243.699,192.74
6019,224.86,176.599
6020,214.293,166.534
6021,205.121,160.83
6022,196.449,159.456
6023,188.395,154.926
6024,181.444,144.938
6025,175.359,139.537
6026,170.048,134.548
6027,165.603,130.011
6028,161.585,127.692
6029,154.456,127.583
6030,149.271,130.189
6031,145.11,123.934
6032,141.414,115.958
6033,142.825,110.025
6034,134.097,104.701
6035,126.997,99.525
6036,123.526,96.367
6037,123.111,94.543
6038,122.34,93.538
6039,119.65,91.635
6040,114.137,87.214
6041,110.828,83.861
6042,109.935,80.873
6043,107.308,79.691
6044,104.772,78.315
6045,102.002,76.515
6046,101.233,78.018
6047,101.818,82.453
6048,103.898,77.819
6049,103.444,74.376
6050,102.135,72.659
6051,103.828,72.359
6052,165.638,117.228
6053,227.105,153.964
6054,177.472,140.566
6055,171.71,128.177
6056,150.26,116.131
6057,146.606,105.754
6058,138.904,108.762
6059,132.558,101.137
6060,123.447,92.532
6061,108.676,85.411
6062,101.008,79.196
6063,96.895,75.088
6064,92.421,71.848
6065,90.643,70.303
6066,92.937,68.341
6067,90.158,67.126
6068,88.618,66.468
6069,88.095,65.897
6070,89.493,66.445
6071,95.983,73.847
6072,110.722,107.971
6073,171.726,146.198
6074,366.547,263.741
6075,304.728,270.863
6076,258.68,215.313
6077,212.975,181.29
6078,191.451,160.746
6079,172.247,147.843
6080,159.446,138.888
6081,150.92,132.64
6082,143.035,126.718
6083,137.566,121.255
6084,133.812,116.078
6085,128.981,111.333
6086,125.341,106.936
6087,121.335,102.283
6088,113.934,96.974
6089,108.15,92.673
6090,104.811,89.301
6091,103.95,85.777
6092,104.539,82.892
6093,99.979,80.666
6094,95.995,78.144
6095,93.912,75.609
6096,93.926,72.925
6097,94.27,71.302
