N,0*Qc(i),1*Qc(i-1),2*Qc(i-2),3*Qc(i-3),4*Qc(i-4),5*Qk(i),6*Qk(i-1),7*Qk(i-2),8*Qk(i-3),9*Qk(i-4),10*Qk(i+1)
4986,117.086,124.538,139.3,159.488,165.747,173.429,162.052,156.7,159.218,154.466,166.236
4987,129.734,117.086,124.538,139.3,159.488,166.236,173.429,162.052,156.7,159.218,150.603
4988,119.965,129.734,117.086,124.538,139.3,150.603,166.236,173.429,162.052,156.7,144.476
4989,115.431,119.965,129.734,117.086,124.538,144.476,150.603,166.236,173.429,162.052,140.07
4990,113.966,115.431,119.965,129.734,117.086,140.07,144.476,150.603,166.236,173.429,135.917
4991,111.133,113.966,115.431,119.965,129.734,135.917,140.07,144.476,150.603,166.236,131.17
4992,107.975,111.133,113.966,115.431,119.965,131.17,135.917,140.07,144.476,150.603,126.757
4993,102.58,107.975,111.133,113.966,115.431,126.757,131.17,135.917,140.07,144.476,121.784
4994,98.194,102.58,107.975,111.133,113.966,121.784,126.757,131.17,135.917,140.07,119.289
4995,97.621,98.194,102.58,107.975,111.133,119.289,121.784,126.757,131.17,135.917,113.38
4996,94.172,97.621,98.194,102.58,107.975,113.38,119.289,121.784,126.757,131.17,110.008
4997,93.048,94.172,97.621,98.194,102.58,110.008,113.38,119.289,121.784,126.757,106.017
4998,90.399,93.048,94.172,97.621,98.194,106.017,110.008,113.38,119.289,121.784,103.099
4999,86.322,90.399,93.048,94.172,97.621,103.099,106.017,110.008,113.38,119.289,99.544
5000,83.444,86.322,90.399,93.048,94.172,99.544,103.099,106.017,110.008,113.38,96.984
5001,82.584,83.444,86.322,90.399,93.048,96.984,99.544,103.099,106.017,110.008,94.03
5002,80.448,82.584,83.444,86.322,90.399,94.03,96.984,99.544,103.099,106.017,89.031
5003,76.898,80.448,82.584,83.444,86.322,89.031,94.03,96.984,99.544,103.099,85.746
5004,75.997,76.898,80.448,82.584,83.444,85.746,89.031,94.03,96.984,99.544,83.23
5005,74.842,75.997,76.898,80.448,82.584,83.23,85.746,89.031,94.03,96.984,88.383
5006,82.627,74.842,75.997,76.898,80.448,88.383,83.23,85.746,89.031,94.03,88.683
5007,86.936,82.627,74.842,75.997,76.898,88.683,88.383,83.23,85.746,89.031,100.377
5008,90.665,86.936,82.627,74.842,75.997,100.377,88.683,88.383,83.23,85.746,141.298
5009,186.435,90.665,86.936,82.627,74.842,141.298,100.377,88.683,88.383,83.23,315.591
5010,231.155,186.435,90.665,86.936,82.627,315.591,141.298,100.377,88.683,88.383,214.258
5011,239.322,231.155,186.435,90.665,86.936,214.258,315.591,141.298,100.377,88.683,163.484
5012,172.854,239.322,231.155,186.435,90.665,163.484,214.258,315.591,141.298,100.377,140.247
5013,151.406,172.854,239.322,231.155,186.435,140.247,163.484,214.258,315.591,141.298,136.518
5014,141.846,151.406,172.854,239.322,231.155,136.518,140.247,163.484,214.258,315.591,129.013
5015,133.39,141.846,151.406,172.854,239.322,129.013,136.518,140.247,163.484,214.258,114.927
5016,121.377,133.39,141.846,151.406,172.854,114.927,129.013,136.518,140.247,163.484,104.519
5017,108.294,121.377,133.39,141.846,151.406,104.519,114.927,129.013,136.518,140.247,95.766
5018,94.534,108.294,121.377,133.39,141.846,95.766,104.519,114.927,129.013,136.518,88.021
5019,83.703,94.534,108.294,121.377,133.39,88.021,95.766,104.519,114.927,129.013,82.185
5020,79.38,83.703,94.534,108.294,121.377,82.185,88.021,95.766,104.519,114.927,77.912
5021,76.184,79.38,83.703,94.534,108.294,77.912,82.185,88.021,95.766,104.519,74.39
5022,74.295,76.184,79.38,83.703,94.534,74.39,77.912,82.185,88.021,95.766,72.083
5023,70.734,74.295,76.184,79.38,83.703,72.083,74.39,77.912,82.185,88.021,69.117
5024,66.387,70.734,74.295,76.184,79.38,69.117,72.083,74.39,77.912,82.185,66.838
5025,63.292,66.387,70.734,74.295,76.184,66.838,69.117,72.083,74.39,77.912,67.417
5026,61.875,63.292,66.387,70.734,74.295,67.417,66.838,69.117,72.083,74.39,70.201
5027,61.309,61.875,63.292,66.387,70.734,70.201,67.417,66.838,69.117,72.083,73.797
5028,61.25,61.309,61.875,63.292,66.387,73.797,70.201,67.417,66.838,69.117,65.505
5029,60.337,61.25,61.309,61.875,63.292,65.505,73.797,70.201,67.417,66.838,60.919
5030,63.517,60.337,61.25,61.309,61.875,60.919,65.505,73.797,70.201,67.417,57.14
5031,58.312,63.517,60.337,61.25,61.309,57.14,60.919,65.505,73.797,70.201,54.132
5032,53.657,58.312,63.517,60.337,61.25,54.132,57.14,60.919,65.505,73.797,51.625
5033,50.252,53.657,58.312,63.517,60.337,51.625,54.132,57.14,60.919,65.505,48.48
5034,48.317,50.252,53.657,58.312,63.517,48.48,51.625,54.132,57.14,60.919,44.851
5035,45.856,48.317,50.252,53.657,58.312,44.851,48.48,51.625,54.132,57.14,42.83
5036,42.859,45.856,48.317,50.252,53.657,42.83,44.851,48.48,51.625,54.132,41.462
5037,42.334,42.859,45.856,48.317,50.252,41.462,42.83,44.851,48.48,51.625,42.594
5038,42.123,42.334,42.859,45.856,48.317,42.594,41.462,42.83,44.851,48.48,45.372
5039,44.613,42.123,42.334,42.859,45.856,45.372,42.594,41.462,42.83,44.851,41.764
5040,43.891,44.613,42.123,42.334,42.859,41.764,45.372,42.594,41.462,42.83,38.464
5041,42.776,43.891,44.613,42.123,42.334,38.464,41.764,45.372,42.594,41.462,36.109
5042,42.871,42.776,43.891,44.613,42.123,36.109,38.464,41.764,45.372,42.594,34.501
5043,44.612,42.871,42.776,43.891,44.613,34.501,36.109,38.464,41.764,45.372,34.987
5044,43.688,44.612,42.871,42.776,43.891,34.987,34.501,36.109,38.464,41.764,36.298
5045,45.05,43.688,44.612,42.871,42.776,36.298,34.987,34.501,36.109,38.464,33.373
5046,46.942,45.05,43.688,44.612,42.871,33.373,36.298,34.987,34.501,36.109,32.959
5047,47.057,46.942,45.05,43.688,44.612,32.959,33.373,36.298,34.987,34.501,37.56
5048,41.464,47.057,46.942,45.05,43.688,37.56,32.959,33.373,36.298,34.987,34.105
5049,38.253,41.464,47.057,46.942,45.05,34.105,37.56,32.959,33.373,36.298,30.812
5050,33.937,38.253,41.464,47.057,46.942,30.812,34.105,37.56,32.959,33.373,31.277
5051,36.978,33.937,38.253,41.464,47.057,31.277,30.812,34.105,37.56,32.959,31.01
5052,41.426,36.978,33.937,38.253,41.464,31.01,31.277,30.812,34.105,37.56,28.754
5053,45.346,41.426,36.978,33.937,38.253,28.754,31.01,31.277,30.812,34.105,28.567
5054,42.761,45.346,41.426,36.978,33.937,28.567,28.754,31.01,31.277,30.812,31.478
5055,39.681,42.761,45.346,41.426,36.978,31.478,28.567,28.754,31.01,31.277,29.114
5056,38.258,39.681,42.761,45.346,41.426,29.114,31.478,28.567,28.754,31.01,24.951
5057,37.429,38.258,39.681,42.761,45.346,24.951,29.114,31.478,28.567,28.754,22.081
5058,33.758,37.429,38.258,39.681,42.761,22.081,24.951,29.114,31.478,28.567,20.397
5059,30.782,33.758,37.429,38.258,39.681,20.397,22.081,24.951,29.114,31.478,18.899
5060,29.058,30.782,33.758,37.429,38.258,18.899,20.397,22.081,24.951,29.114,17.472
5061,26.759,29.058,30.782,33.758,37.429,17.472,18.899,20.397,22.081,24.951,16.263
5062,24.651,26.759,29.058,30.782,33.758,16.263,17.472,18.899,20.397,22.081,17.699
5063,24.961,24.651,26.759,29.058,30.782,17.699,16.263,17.472,18.899,20.397,34.563
5064,38.699,24.961,24.651,26.759,29.058,34.563,17.699,16.263,17.472,18.899,108.981
5065,84.952,38.699,24.961,24.651,26.759,108.981,34.563,17.699,16.263,17.472,133.889
5066,145.077,84.952,38.699,24.961,24.651,133.889,108.981,34.563,17.699,16.263,99.38
5067,107.512,145.077,84.952,38.699,24.961,99.38,133.889,108.981,34.563,17.699,71.106
5068,95.163,107.512,145.077,84.952,38.699,71.106,99.38,133.889,108.981,34.563,81.315
5069,95.02,95.163,107.512,145.077,84.952,81.315,71.106,99.38,133.889,108.981,95.561
5070,157.454,95.02,95.163,107.512,145.077,95.561,81.315,71.106,99.38,133.889,100.672
5071,192.603,157.454,95.02,95.163,107.512,100.672,95.561,81.315,71.106,99.38,114.226
5072,201.991,192.603,157.454,95.02,95.163,114.226,100.672,95.561,81.315,71.106,115.649
5073,201.585,201.991,192.603,157.454,95.02,115.649,114.226,100.672,95.561,81.315,100.448
5074,157.887,201.585,201.991,192.603,157.454,100.448,115.649,114.226,100.672,95.561,102.888
5075,179.692,157.887,201.585,201.991,192.603,102.888,100.448,115.649,114.226,100.672,130.12
5076,1041.842,179.692,157.887,201.585,201.991,130.12,102.888,100.448,115.649,114.226,114.267
5077,374.247,1041.842,179.692,157.887,201.585,114.267,130.12,102.888,100.448,115.649,90.923
5078,262.262,374.247,1041.842,179.692,157.887,90.923,114.267,130.12,102.888,100.448,68.772
5079,195.18,262.262,374.247,1041.842,179.692,68.772,90.923,114.267,130.12,102.888,56.275
5080,185,195.18,262.262,374.247,1041.842,56.275,68.772,90.923,114.267,130.12,48.487
5081,161.473,185,195.18,262.262,374.247,48.487,56.275,68.772,90.923,114.267,43.706
5082,129.155,161.473,185,195.18,262.262,43.706,48.487,56.275,68.772,90.923,39.842
5083,107.792,129.155,161.473,185,195.18,39.842,43.706,48.487,56.275,68.772,35.934
5084,91.887,107.792,129.155,161.473,185,35.934,39.842,43.706,48.487,56.275,33.089
5085,83.046,91.887,107.792,129.155,161.473,33.089,35.934,39.842,43.706,48.487,30.828
5086,73.681,83.046,91.887,107.792,129.155,30.828,33.089,35.934,39.842,43.706,29.327
5087,66.337,73.681,83.046,91.887,107.792,29.327,30.828,33.089,35.934,39.842,27.496
5088,62.811,66.337,73.681,83.046,91.887,27.496,29.327,30.828,33.089,35.934,26.166
5089,62.281,62.811,66.337,73.681,83.046,26.166,27.496,29.327,30.828,33.089,25.077
5090,63.346,62.281,62.811,66.337,73.681,25.077,26.166,27.496,29.327,30.828,26.705
5091,56.836,63.346,62.281,62.811,66.337,26.705,25.077,26.166,27.496,29.327,32.661
5092,52.385,56.836,63.346,62.281,62.811,32.661,26.705,25.077,26.166,27.496,29.622
5093,49.49,52.385,56.836,63.346,62.281,29.622,32.661,26.705,25.077,26.166,23.47
5094,45.8,49.49,52.385,56.836,63.346,23.47,29.622,32.661,26.705,25.077,19.063
5095,43.057,45.8,49.49,52.385,56.836,19.063,23.47,29.622,32.661,26.705,16.003
5096,38.652,43.057,45.8,49.49,52.385,16.003,19.063,23.47,29.622,32.661,13.005
5097,34.727,38.652,43.057,45.8,49.49,13.005,16.003,19.063,23.47,29.622,11.366
5098,32.748,34.727,38.652,43.057,45.8,11.366,13.005,16.003,19.063,23.47,10.508
5099,32.339,32.748,34.727,38.652,43.057,10.508,11.366,13.005,16.003,19.063,9.303
5100,30.091,32.339,32.748,34.727,38.652,9.303,10.508,11.366,13.005,16.003,8.597
5101,29.041,30.091,32.339,32.748,34.727,8.597,9.303,10.508,11.366,13.005,8.216
5102,26.932,29.041,30.091,32.339,32.748,8.216,8.597,9.303,10.508,11.366,7.709
5103,23.963,26.932,29.041,30.091,32.339,7.709,8.216,8.597,9.303,10.508,13.467
5104,19.797,23.963,26.932,29.041,30.091,13.467,7.709,8.216,8.597,9.303,10.353
5105,16.895,19.797,23.963,26.932,29.041,10.353,13.467,7.709,8.216,8.597,7.666
5106,13.528,16.895,19.797,23.963,26.932,7.666,10.353,13.467,7.709,8.216,6.515
5107,11.243,13.528,16.895,19.797,23.963,6.515,7.666,10.353,13.467,7.709,6.791
5108,24.38,11.243,13.528,16.895,19.797,6.791,6.515,7.666,10.353,13.467,10.025
5109,43.252,24.38,11.243,13.528,16.895,10.025,6.791,6.515,7.666,10.353,15.253
5110,62.994,43.252,24.38,11.243,13.528,15.253,10.025,6.791,6.515,7.666,17.061
5111,54.412,62.994,43.252,24.38,11.243,17.061,15.253,10.025,6.791,6.515,11.831
5112,46.038,54.412,62.994,43.252,24.38,11.831,17.061,15.253,10.025,6.791,16.71
5113,45.56,46.038,54.412,62.994,43.252,16.71,11.831,17.061,15.253,10.025,16.266
5114,38.259,45.56,46.038,54.412,62.994,16.266,16.71,11.831,17.061,15.253,11.105
5115,33.873,38.259,45.56,46.038,54.412,11.105,16.266,16.71,11.831,17.061,8.152
5116,28.789,33.873,38.259,45.56,46.038,8.152,11.105,16.266,16.71,11.831,6.848
5117,24.985,28.789,33.873,38.259,45.56,6.848,8.152,11.105,16.266,16.71,5.724
5118,20.569,24.985,28.789,33.873,38.259,5.724,6.848,8.152,11.105,16.266,4.415
5119,16.114,20.569,24.985,28.789,33.873,4.415,5.724,6.848,8.152,11.105,3.149
5120,13.064,16.114,20.569,24.985,28.789,3.149,4.415,5.724,6.848,8.152,2.211
5121,11.862,13.064,16.114,20.569,24.985,2.211,3.149,4.415,5.724,6.848,1.997
5122,12.749,11.862,13.064,16.114,20.569,1.997,2.211,3.149,4.415,5.724,1.909
5123,13.604,12.749,11.862,13.064,16.114,1.909,1.997,2.211,3.149,4.415,1.686
5124,16.041,13.604,12.749,11.862,13.064,1.686,1.909,1.997,2.211,3.149,1.37
5170,72.921,58.853,61.627,60.332,77.585,23.77,31.087,43.515,53.254,42.206,19.306
5171,55.957,72.921,58.853,61.627,60.332,19.306,23.77,31.087,43.515,53.254,18.307
5172,48.513,55.957,72.921,58.853,61.627,18.307,19.306,23.77,31.087,43.515,22.843
5173,46.44,48.513,55.957,72.921,58.853,22.843,18.307,19.306,23.77,31.087,31.618
5174,52.573,46.44,48.513,55.957,72.921,31.618,22.843,18.307,19.306,23.77,96.5
5175,112.657,52.573,46.44,48.513,55.957,96.5,31.618,22.843,18.307,19.306,120.52
5176,139.85,112.657,52.573,46.44,48.513,120.52,96.5,31.618,22.843,18.307,115.014
5177,123.103,139.85,112.657,52.573,46.44,115.014,120.52,96.5,31.618,22.843,92.485
5178,126.341,123.103,139.85,112.657,52.573,92.485,115.014,120.52,96.5,31.618,71.203
5179,122.172,126.341,123.103,139.85,112.657,71.203,92.485,115.014,120.52,96.5,59.043
5180,110.762,122.172,126.341,123.103,139.85,59.043,71.203,92.485,115.014,120.52,216.637
5181,130.88,110.762,122.172,126.341,123.103,216.637,59.043,71.203,92.485,115.014,223.358
5182,147.029,130.88,110.762,122.172,126.341,223.358,216.637,59.043,71.203,92.485,134.968
5183,157.922,147.029,130.88,110.762,122.172,134.968,223.358,216.637,59.043,71.203,96.198
5184,126.957,157.922,147.029,130.88,110.762,96.198,134.968,223.358,216.637,59.043,72.975
5185,172.48,126.957,157.922,147.029,130.88,72.975,96.198,134.968,223.358,216.637,61.743
5186,125.176,172.48,126.957,157.922,147.029,61.743,72.975,96.198,134.968,223.358,56.536
5187,121.037,125.176,172.48,126.957,157.922,56.536,61.743,72.975,96.198,134.968,153.125
5188,191.469,121.037,125.176,172.48,126.957,153.125,56.536,61.743,72.975,96.198,163.991
5189,159.148,191.469,121.037,125.176,172.48,163.991,153.125,56.536,61.743,72.975,114.254
5190,110.97,159.148,191.469,121.037,125.176,114.254,163.991,153.125,56.536,61.743,84.764
5191,102.965,110.97,159.148,191.469,121.037,84.764,114.254,163.991,153.125,56.536,68.815
5192,189.532,102.965,110.97,159.148,191.469,68.815,84.764,114.254,163.991,153.125,66.209
5193,378.81,189.532,102.965,110.97,159.148,66.209,68.815,84.764,114.254,163.991,54.803
5194,226.74,378.81,189.532,102.965,110.97,54.803,66.209,68.815,84.764,114.254,51.067
5195,170.017,226.74,378.81,189.532,102.965,51.067,54.803,66.209,68.815,84.764,54.572
5196,126.301,170.017,226.74,378.81,189.532,54.572,51.067,54.803,66.209,68.815,70.08
5197,107.465,126.301,170.017,226.74,378.81,70.08,54.572,51.067,54.803,66.209,99.081
5198,101.854,107.465,126.301,170.017,226.74,99.081,70.08,54.572,51.067,54.803,118.533
5199,109.093,101.854,107.465,126.301,170.017,118.533,99.081,70.08,54.572,51.067,176.587
5200,165.468,109.093,101.854,107.465,126.301,176.587,118.533,99.081,70.08,54.572,266.92
5201,267.391,165.468,109.093,101.854,107.465,266.92,176.587,118.533,99.081,70.08,349.727
5202,351.02,267.391,165.468,109.093,101.854,349.727,266.92,176.587,118.533,99.081,313.211
5203,336.936,351.02,267.391,165.468,109.093,313.211,349.727,266.92,176.587,118.533,305.793
5204,392.978,336.936,351.02,267.391,165.468,305.793,313.211,349.727,266.92,176.587,243.193
5205,284.664,392.978,336.936,351.02,267.391,243.193,305.793,313.211,349.727,266.92,190.382
5206,211.162,284.664,392.978,336.936,351.02,190.382,243.193,305.793,313.211,349.727,187.878
5207,213.665,211.162,284.664,392.978,336.936,187.878,190.382,243.193,305.793,313.211,288.685
5208,460.167,213.665,211.162,284.664,392.978,288.685,187.878,190.382,243.193,305.793,248.497
5209,545.86,460.167,213.665,211.162,284.664,248.497,288.685,187.878,190.382,243.193,290.637
5210,424.128,545.86,460.167,213.665,211.162,290.637,248.497,288.685,187.878,190.382,387.66
5211,469.983,424.128,545.86,460.167,213.665,387.66,290.637,248.497,288.685,187.878,312.06
5212,426.46,469.983,424.128,545.86,460.167,312.06,387.66,290.637,248.497,288.685,249.023
5213,367.009,426.46,469.983,424.128,545.86,249.023,312.06,387.66,290.637,248.497,208.08
5214,268.277,367.009,426.46,469.983,424.128,208.08,249.023,312.06,387.66,290.637,209.263
5215,292.097,268.277,367.009,426.46,469.983,209.263,208.08,249.023,312.06,387.66,516.99
5216,417.99,292.097,268.277,367.009,426.46,516.99,209.263,208.08,249.023,312.06,774.248
5217,417.967,417.99,292.097,268.277,367.009,774.248,516.99,209.263,208.08,249.023,544.735
5218,374.131,417.967,417.99,292.097,268.277,544.735,774.248,516.99,209.263,208.08,407.598
5219,305.296,374.131,417.967,417.99,292.097,407.598,544.735,774.248,516.99,209.263,323.266
5220,263.935,305.296,374.131,417.967,417.99,323.266,407.598,544.735,774.248,516.99,267.804
5221,237.827,263.935,305.296,374.131,417.967,267.804,323.266,407.598,544.735,774.248,229.725
5222,214.235,237.827,263.935,305.296,374.131,229.725,267.804,323.266,407.598,544.735,198.635
5223,191.455,214.235,237.827,263.935,305.296,198.635,229.725,267.804,323.266,407.598,174.654
5224,172.022,191.455,214.235,237.827,263.935,174.654,198.635,229.725,267.804,323.266,156.064
5225,157.225,172.022,191.455,214.235,237.827,156.064,174.654,198.635,229.725,267.804,141.399
5226,144.858,157.225,172.022,191.455,214.235,141.399,156.064,174.654,198.635,229.725,129.95
5227,136.692,144.858,157.225,172.022,191.455,129.95,141.399,156.064,174.654,198.635,119.661
5228,130.087,136.692,144.858,157.225,172.022,119.661,129.95,141.399,156.064,174.654,112.2
5229,123.582,130.087,136.692,144.858,157.225,112.2,119.661,129.95,141.399,156.064,109.175
5230,125.217,123.582,130.087,136.692,144.858,109.175,112.2,119.661,129.95,141.399,100.726
5231,120.594,125.217,123.582,130.087,136.692,100.726,109.175,112.2,119.661,129.95,98.382
5232,116.876,120.594,125.217,123.582,130.087,98.382,100.726,109.175,112.2,119.661,94.347
5233,118.603,116.876,120.594,125.217,123.582,94.347,98.382,100.726,109.175,112.2,90.313
5234,115.761,118.603,116.876,120.594,125.217,90.313,94.347,98.382,100.726,109.175,85.185
5235,111.38,115.761,118.603,116.876,120.594,85.185,90.313,94.347,98.382,100.726,83.6
5236,109.194,111.38,115.761,118.603,116.876,83.6,85.185,90.313,94.347,98.382,85.152
5237,107.202,109.194,111.38,115.761,118.603,85.152,83.6,85.185,90.313,94.347,80.051
5238,102.274,107.202,109.194,111.38,115.761,80.051,85.152,83.6,85.185,90.313,75.865
5239,102.895,102.274,107.202,109.194,111.38,75.865,80.051,85.152,83.6,85.185,80.273
5240,98.915,102.895,102.274,107.202,109.194,80.273,75.865,80.051,85.152,83.6,78.503
5241,94.978,98.915,102.895,102.274,107.202,78.503,80.273,75.865,80.051,85.152,70.572
5242,92.04,94.978,98.915,102.895,102.274,70.572,78.503,80.273,75.865,80.051,66.486
5243,85.935,92.04,94.978,98.915,102.895,66.486,70.572,78.503,80.273,75.865,64.332
5244,84.13,85.935,92.04,94.978,98.915,64.332,66.486,70.572,78.503,80.273,63.235
5245,82.351,84.13,85.935,92.04,94.978,63.235,64.332,66.486,70.572,78.503,62.395
5246,81.685,82.351,84.13,85.935,92.04,62.395,63.235,64.332,66.486,70.572,60.911
5247,79.898,81.685,82.351,84.13,85.935,60.911,62.395,63.235,64.332,66.486,60.414
5248,88.932,79.898,81.685,82.351,84.13,60.414,60.911,62.395,63.235,64.332,56.376
5249,96.217,88.932,79.898,81.685,82.351,56.376,60.414,60.911,62.395,63.235,52.467
5250,92.308,96.217,88.932,79.898,81.685,52.467,56.376,60.414,60.911,62.395,50.917
5251,99.845,92.308,96.217,88.932,79.898,50.917,52.467,56.376,60.414,60.911,48.772
5252,98.774,99.845,92.308,96.217,88.932,48.772,50.917,52.467,56.376,60.414,47.441
5253,94.685,98.774,99.845,92.308,96.217,47.441,48.772,50.917,52.467,56.376,45.862
5254,91.484,94.685,98.774,99.845,92.308,45.862,47.441,48.772,50.917,52.467,44.925
5255,87.114,91.484,94.685,98.774,99.845,44.925,45.862,47.441,48.772,50.917,44.426
5256,86.758,87.114,91.484,94.685,98.774,44.426,44.925,45.862,47.441,48.772,43.916
5257,87.779,86.758,87.114,91.484,94.685,43.916,44.426,44.925,45.862,47.441,43.048
5258,84.711,87.779,86.758,87.114,91.484,43.048,43.916,44.426,44.925,45.862,42.201
5259,82.5,84.711,87.779,86.758,87.114,42.201,43.048,43.916,44.426,44.925,41.008
5260,81.969,82.5,84.711,87.779,86.758,41.008,42.201,43.048,43.916,44.426,40.876
5261,82.264,81.969,82.5,84.711,87.779,40.876,41.008,42.201,43.048,43.916,43.339
5262,84.708,82.264,81.969,82.5,84.711,43.339,40.876,41.008,42.201,43.048,50.109
5263,90.973,84.708,82.264,81.969,82.5,50.109,43.339,40.876,41.008,42.201,66.114
5264,101.526,90.973,84.708,82.264,81.969,66.114,50.109,43.339,40.876,41.008,67.129
5265,107.616,101.526,90.973,84.708,82.264,67.129,66.114,50.109,43.339,40.876,56.546
5266,98.523,107.616,101.526,90.973,84.708,56.546,67.129,66.114,50.109,43.339,58.561
5267,102.176,98.523,107.616,101.526,90.973,58.561,56.546,67.129,66.114,50.109,59.755
5268,107.73,102.176,98.523,107.616,101.526,59.755,58.561,56.546,67.129,66.114,69.702
5269,109.126,107.73,102.176,98.523,107.616,69.702,59.755,58.561,56.546,67.129,74.632
5270,138.852,109.126,107.73,102.176,98.523,74.632,69.702,59.755,58.561,56.546,78.748
5271,136.63,138.852,109.126,107.73,102.176,78.748,74.632,69.702,59.755,58.561,93.335
5272,143.62,136.63,138.852,109.126,107.73,93.335,78.748,74.632,69.702,59.755,98.015
5273,128.481,143.62,136.63,138.852,109.126,98.015,93.335,78.748,74.632,69.702,86.998
5274,111.3,128.481,143.62,136.63,138.852,86.998,98.015,93.335,78.748,74.632,77.823
5275,104.985,111.3,128.481,143.62,136.63,77.823,86.998,98.015,93.335,78.748,76.117
5276,101.856,104.985,111.3,128.481,143.62,76.117,77.823,86.998,98.015,93.335,84.602
5277,102.984,101.856,104.985,111.3,128.481,84.602,76.117,77.823,86.998,98.015,88.312
5278,93.73,102.984,101.856,104.985,111.3,88.312,84.602,76.117,77.823,86.998,82.64
5279,97.597,93.73,102.984,101.856,104.985,82.64,88.312,84.602,76.117,77.823,80.323
5280,100.184,97.597,93.73,102.984,101.856,80.323,82.64,88.312,84.602,76.117,83.084
5281,95.361,100.184,97.597,93.73,102.984,83.084,80.323,82.64,88.312,84.602,89.536
5282,89.18,95.361,100.184,97.597,93.73,89.536,83.084,80.323,82.64,88.312,88.485
5283,84.298,89.18,95.361,100.184,97.597,88.485,89.536,83.084,80.323,82.64,82.041
5284,81.091,84.298,89.18,95.361,100.184,82.041,88.485,89.536,83.084,80.323,78.262
5285,80.427,81.091,84.298,89.18,95.361,78.262,82.041,88.485,89.536,83.084,74.547
5286,78.181,80.427,81.091,84.298,89.18,74.547,78.262,82.041,88.485,89.536,71.717
5287,76.501,78.181,80.427,81.091,84.298,71.717,74.547,78.262,82.041,88.485,70.134
5288,76.628,76.501,78.181,80.427,81.091,70.134,71.717,74.547,78.262,82.041,68.112
5289,76.545,76.628,76.501,78.181,80.427,68.112,70.134,71.717,74.547,78.262,66.894
5290,81.871,76.545,76.628,76.501,78.181,66.894,68.112,70.134,71.717,74.547,78.754
5291,89.318,81.871,76.545,76.628,76.501,78.754,66.894,68.112,70.134,71.717,132.608
5292,84.644,89.318,81.871,76.545,76.628,132.608,78.754,66.894,68.112,70.134,127.291
5293,83.998,84.644,89.318,81.871,76.545,127.291,132.608,78.754,66.894,68.112,115.54
5294,85.495,83.998,84.644,89.318,81.871,115.54,127.291,132.608,78.754,66.894,120.403
5295,82.91,85.495,83.998,84.644,89.318,120.403,115.54,127.291,132.608,78.754,151.226
5296,77.741,82.91,85.495,83.998,84.644,151.226,120.403,115.54,127.291,132.608,169.073
5297,73.597,77.741,82.91,85.495,83.998,169.073,151.226,120.403,115.54,127.291,155.49
5298,75.504,73.597,77.741,82.91,85.495,155.49,169.073,151.226,120.403,115.54,145.192
5299,81.743,75.504,73.597,77.741,82.91,145.192,155.49,169.073,151.226,120.403,133.631
5300,77.892,81.743,75.504,73.597,77.741,133.631,145.192,155.49,169.073,151.226,124.636
5301,72.878,77.892,81.743,75.504,73.597,124.636,133.631,145.192,155.49,169.073,118.775
5302,67.587,72.878,77.892,81.743,75.504,118.775,124.636,133.631,145.192,155.49,118.35
5303,67.62,67.587,72.878,77.892,81.743,118.35,118.775,124.636,133.631,145.192,117.963
5304,67.554,67.62,67.587,72.878,77.892,117.963,118.35,118.775,124.636,133.631,111.368
5305,67.166,67.554,67.62,67.587,72.878,111.368,117.963,118.35,118.775,124.636,103.253
5306,64.831,67.166,67.554,67.62,67.587,103.253,111.368,117.963,118.35,118.775,102.011
5307,62.882,64.831,67.166,67.554,67.62,102.011,103.253,111.368,117.963,118.35,105.814
5308,61.98,62.882,64.831,67.166,67.554,105.814,102.011,103.253,111.368,117.963,101.746
5309,61.024,61.98,62.882,64.831,67.166,101.746,105.814,102.011,103.253,111.368,98.509
5310,64.972,61.024,61.98,62.882,64.831,98.509,101.746,105.814,102.011,103.253,96.202
5311,66.932,64.972,61.024,61.98,62.882,96.202,98.509,101.746,105.814,102.011,93.761
5312,64.427,66.932,64.972,61.024,61.98,93.761,96.202,98.509,101.746,105.814,109.602
5313,63.711,64.427,66.932,64.972,61.024,109.602,93.761,96.202,98.509,101.746,125.451
5314,63.974,63.711,64.427,66.932,64.972,125.451,109.602,93.761,96.202,98.509,129.137
5315,63.933,63.974,63.711,64.427,66.932,129.137,125.451,109.602,93.761,96.202,129.029
5316,66.072,63.933,63.974,63.711,64.427,129.029,129.137,125.451,109.602,93.761,128.784
5317,68.992,66.072,63.933,63.974,63.711,128.784,129.029,129.137,125.451,109.602,123.004
5318,69.686,68.992,66.072,63.933,63.974,123.004,128.784,129.029,129.137,125.451,118.432
5319,66.902,69.686,68.992,66.072,63.933,118.432,123.004,128.784,129.029,129.137,113.79
5320,63.129,66.902,69.686,68.992,66.072,113.79,118.432,123.004,128.784,129.029,111.989
5321,64.164,63.129,66.902,69.686,68.992,111.989,113.79,118.432,123.004,128.784,107.578
5322,67.98,64.164,63.129,66.902,69.686,107.578,111.989,113.79,118.432,123.004,108.622
5323,70.326,67.98,64.164,63.129,66.902,108.622,107.578,111.989,113.79,118.432,104.48
5324,68.806,70.326,67.98,64.164,63.129,104.48,108.622,107.578,111.989,113.79,94.311
5325,68.443,68.806,70.326,67.98,64.164,94.311,104.48,108.622,107.578,111.989,88.688
