RMSEl,RMSEt,R2l,R2t
0.6472118838079718,0.671845682799519,0.016769808105744057,0.08288636266226285
0.24464443102785977,0.2732396892679549,0.1765297689134049,0.3484184471543921
0.20213304177165786,0.20841904697790367,0.0008785182469956466,0.006804145579517931
0.39382284551282215,0.3957454699353425,0.5532818156061353,0.728773837381942
